input,title,status_code,content_length,tls_host,tls_port,tls_tls_version,tls_cipher,tls_not_before,tls_subject_dn,tls_subject_cn,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,lines,tech_,tls_self_signed,tls_subject_org_,tls_expired,cdn
kn.arubanetworks.com,Submit Form,,2826,login.ext.hpe.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-08T00:00:00Z,"CN=login.it.hpe.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",login.it.hpe.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,login.ext.hpe.com,443,https://kn.arubanetworks.com:443,https,,text/html,GET,3.224.74.60,26,HSTS,,Hewlett Packard Enterprise Company,,
labs.arubanetworks.com,Access Denied,,269,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,443,https://labs.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,18.208.237.48,10,,,Hewlett Packard Enterprise Company,,
lms-stg-aos-api.k8s-stg.getaws.arubanetworks.com,License Management System,,1723,lms-stg-aos-api.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T06:39:39Z,CN=lms-stg-aos-api.k8s-stg.getaws.arubanetworks.com,lms-stg-aos-api.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lms-stg-aos-api.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-aos-api.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,39,Nginx:1.19.1,,,,
lms-stg-cx-licensing.k8s-stg.getaws.arubanetworks.com,License Management System,,1723,lms-stg-cx-licensing.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T07:56:44Z,CN=lms-stg-cx-licensing.k8s-stg.getaws.arubanetworks.com,lms-stg-cx-licensing.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lms-stg-cx-licensing.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-cx-licensing.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,184.169.129.136,39,Nginx:1.19.1,,,,
lms-stg-dec-qe.k8s-stg.getaws.arubanetworks.com,License Management System,,1723,lms-stg-dec-qe.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T06:39:39Z,CN=lms-stg-dec-qe.k8s-stg.getaws.arubanetworks.com,lms-stg-dec-qe.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lms-stg-dec-qe.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-dec-qe.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,39,Nginx:1.19.1,,,,
lms-stg-develop.k8s-stg.getaws.arubanetworks.com,License Management System,,1723,lms-stg-develop.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T06:39:40Z,CN=lms-stg-develop.k8s-stg.getaws.arubanetworks.com,lms-stg-develop.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lms-stg-develop.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-develop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,39,Nginx:1.19.1,,,,
lms-stg-feb-qe.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg-feb-qe.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:25:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg-feb-qe.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-feb-qe.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
lms-stg-hpe-okta.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg-hpe-okta.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:32:19Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg-hpe-okta.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-hpe-okta.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
lms-stg-june-qe.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg-june-qe.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:25:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg-june-qe.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-june-qe.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,1,Nginx:1.19.1,True,Acme Co,,
lms-stg-rel-5-9.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg-rel-5-9.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-02-27T05:27:10Z,CN=lms-stg-rel-5-9.k8s-stg.getaws.arubanetworks.com,lms-stg-rel-5-9.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lms-stg-rel-5-9.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-rel-5-9.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,,,,
lms-stg-rel-6-0.k8s-stg.getaws.arubanetworks.com,License Management System,,1723,lms-stg-rel-6-0.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-02T08:11:33Z,CN=lms-stg-rel-6-0.k8s-stg.getaws.arubanetworks.com,lms-stg-rel-6-0.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lms-stg-rel-6-0.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg-rel-6-0.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,39,Nginx:1.19.1,,,,
lms-stg.cop.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg.cop.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:25:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg.cop.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.cop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
lms-stg.dev-ops.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg.dev-ops.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T13:34:40Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg.dev-ops.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.dev-ops.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
lms-stg.develop.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg.develop.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:17:30Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg.develop.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.develop.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
lms-stg.license-entitlement.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg.license-entitlement.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T09:42:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg.license-entitlement.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.license-entitlement.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,1,Nginx:1.19.1,True,Acme Co,,
lms-stg.march22-release.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg.march22-release.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T10:25:00Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg.march22-release.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.march22-release.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,184.169.129.136,1,Nginx:1.19.1,True,Acme Co,,
lms-stg.reports.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg.reports.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T13:34:40Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg.reports.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.reports.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
lms-stg.silver-peak.k8s-stg.getaws.arubanetworks.com,,,21,lms-stg.silver-peak.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-18T09:42:20Z,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,"CN=Kubernetes Ingress Controller Fake Certificate, O=Acme Co",Kubernetes Ingress Controller Fake Certificate,Acme Co,ctls,lms-stg.silver-peak.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.silver-peak.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/plain,GET,54.177.145.51,1,Nginx:1.19.1,True,Acme Co,,
lms-stg.tech-upgrade.k8s-stg.getaws.arubanetworks.com,403 Forbidden,,555,lms-stg.tech-upgrade.k8s-stg.getaws.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-14T06:39:46Z,CN=lms-stg.tech-upgrade.k8s-stg.getaws.arubanetworks.com,lms-stg.tech-upgrade.k8s-stg.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lms-stg.tech-upgrade.k8s-stg.getaws.arubanetworks.com,443,https://lms-stg.tech-upgrade.k8s-stg.getaws.arubanetworks.com:443,https,nginx/1.19.1,text/html,GET,54.177.145.51,14,Nginx:1.19.1,,,,
lms.arubanetworks.com,License Management System,,1723,lms.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,"CN=lms.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",lms.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,lms.arubanetworks.com,443,https://lms.arubanetworks.com:443,https,Microsoft-IIS/10.0,text/html,GET,52.52.188.241,39,Windows Server,,Hewlett Packard Enterprise Company,,
lms.getaws.arubanetworks.com,Not Found,,315,lms.getaws.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-01T00:00:00Z,"CN=lms.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",lms.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,lms.getaws.arubanetworks.com,443,https://lms.getaws.arubanetworks.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,52.52.188.241,7,Microsoft HTTPAPI:2.0,,Hewlett Packard Enterprise Company,,
lmsap012018.getaws.arubanetworks.com,403 - Forbidden: Access is denied.,,1233,lmsap012018.getaws.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-10T07:39:12Z,CN=lmsap012018.getaws.arubanetworks.com,lmsap012018.getaws.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,lmsap012018.getaws.arubanetworks.com,443,https://lmsap012018.getaws.arubanetworks.com:443,https,Microsoft-IIS/10.0,text/html,GET,54.219.96.132,30,Windows Server,,,True,
media.arubanetworks.com,,,,media.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-01-26T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,media.arubanetworks.com,443,https://media.arubanetworks.com:443,https,AmazonS3,text/html,GET,52.84.93.31,1,Amazon Web Services,,Hewlett Packard Enterprise Company,,True
meeting.arubanetworks.com,Access Denied,,269,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,443,https://meeting.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,18.208.237.48,10,,,Hewlett Packard Enterprise Company,,
merchandise.arubanetworks.com,Access Denied,,269,www.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-03-31T00:00:00Z,"CN=www.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=San Jose, ST=California, C=US",www.arubanetworks.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,www.arubanetworks.com,443,https://merchandise.arubanetworks.com:443,https,AkamaiGHost,text/html,GET,18.208.237.48,10,,,Hewlett Packard Enterprise Company,,
mspshowcase.arubanetworks.com,Login – Aruba,,22373,mspshowcase.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-29T03:06:19Z,CN=mspshowcase.arubanetworks.com,mspshowcase.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,mspshowcase.arubanetworks.com,443,https://mspshowcase.arubanetworks.com:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,18.133.197.242,266,WordPress,,,,
nae1.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://nae1.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,52.10.204.21,1,HSTS,,,,
nae1.cloudguest.central.arubanetworks.com,404 Not Found,,207,nae1.cloudguest.central.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-06T00:00:00Z,CN=*.cloudguest.central.arubanetworks.com,*.cloudguest.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,nae1.cloudguest.central.arubanetworks.com,443,https://nae1.cloudguest.central.arubanetworks.com:443,https,CloudGuest,text/html,GET,52.89.42.187,6,,,,,
nae2.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://nae2.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,54.187.145.150,1,HSTS,,,,
naw1.cloudguest.central.arubanetworks.com,404 Not Found,,207,naw1.cloudguest.central.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-06T00:00:00Z,CN=*.cloudguest.central.arubanetworks.com,*.cloudguest.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,naw1.cloudguest.central.arubanetworks.com,443,https://naw1.cloudguest.central.arubanetworks.com:443,https,CloudGuest,text/html,GET,54.185.82.247,6,,,,,
naw2.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://naw2.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,52.10.204.21,1,HSTS,,,,
naw2.cloudguest.central.arubanetworks.com,404 Not Found,,207,naw2.cloudguest.central.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2022-06-06T00:00:00Z,CN=*.cloudguest.central.arubanetworks.com,*.cloudguest.central.arubanetworks.com,"CN=COMODO RSA Domain Validation Secure Server CA, O=COMODO CA Limited, L=Salford, ST=Greater Manchester, C=GB",COMODO RSA Domain Validation Secure Server CA,COMODO CA Limited,ctls,naw2.cloudguest.central.arubanetworks.com,443,https://naw2.cloudguest.central.arubanetworks.com:443,https,CloudGuest,text/html,GET,35.163.99.185,6,,,,,
naw3.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://naw3.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,52.10.204.21,1,HSTS,,,,
netinsight.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://netinsight.arubanetworks.com:443,https,AmazonS3,text/html,GET,44.207.90.147,1,HSTS,,,,
oc.arubanetworks.com,Home - Airheads Community,,285467,community.arubanetworks.com,443,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,"CN=community.arubanetworks.com, O=Hewlett Packard Enterprise Company, L=Palo Alto, ST=California, C=US",community.arubanetworks.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,community.arubanetworks.com,443,https://oc.arubanetworks.com:443,https,,text/html,GET,34.193.4.92,2923,Microsoft ASP.NET,,Hewlett Packard Enterprise Company,,
ops.acf.central.arubanetworks.com,Okta - Page Not Found,,1692,ops.acf.central.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,"CN=*.okta.com, O=Okta\, Inc., L=San Francisco, ST=California, C=US",*.okta.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ctls,ops.acf.central.arubanetworks.com,443,https://ops.acf.central.arubanetworks.com:443,https,Apache,text/html,GET,52.223.45.111,44,Apache,,"Okta, Inc.",,
pages.arubanetworks.com,"Aruba, a Hewlett Packard Enterprise company -",,109086,pages.arubanetworks.com,443,tls13,TLS_AES_256_GCM_SHA384,2023-04-09T04:28:01Z,CN=pages.arubanetworks.com,pages.arubanetworks.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,ctls,pages.arubanetworks.com,443,https://pages.arubanetworks.com:443,https,nginx,text/html,GET,143.198.164.64,2,Nginx,,,,
pavo.iot.developer.arubanetworks.com,404 Not Found,,146,pavo.iot.developer.arubanetworks.com,443,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,CN=pavo.iot.developer.arubanetworks.com,pavo.iot.developer.arubanetworks.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,pavo.iot.developer.arubanetworks.com,443,https://pavo.iot.developer.arubanetworks.com:443,https,,text/html,GET,34.215.253.245,8,,,,,
portal-apac.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://portal-apac.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,13.234.94.178,1,HSTS,,,,
portal-apaceast.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,80,http://portal-apaceast.central.arubanetworks.com:80,http,AmazonS3,text/html,GET,54.249.10.5,1,HSTS,,,,
portal-apacsouth.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,80,http://portal-apacsouth.central.arubanetworks.com:80,http,AmazonS3,text/html,GET,3.105.104.34,1,HSTS,,,,
portal-ca.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://portal-ca.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,35.182.178.64,1,HSTS,,,,
portal-eu.central.arubanetworks.com,HPE GreenLake,,697,common.cloud.hpe.com,443,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,CN=console.greenlake.hpe.com,console.greenlake.hpe.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ctls,common.cloud.hpe.com,443,https://portal-eu.central.arubanetworks.com:443,https,AmazonS3,text/html,GET,52.28.156.104,1,HSTS,,,,
