new,host,a,aaaa,cname,mx,soa,status_code,ns,has_internal_ips,internal_ips,txt,caa,cdn,cdn-name
[x],parasol.yandex.ru,95.108.255.33,2a02:6b8:b010:9007::10,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],parks.taxi.yandex.com,87.250.250.225,2a02:6b8::371,parks-landing.taxi.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],parks.taxi.yandex.net,,2a02:6b8:0:3400:0:71d:0:574,parks-lb.taxi.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner-code01f.ppc.yandex.ru,87.250.243.50,2a02:6b8:0:144d:7abe:81be:95cb:995a,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner-integrations-authproxy.taxi.yandex.net,,,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner-protocol.taxi.yandex.net,,,partner-protocol-lb.taxi.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner-standby02i.yandex.ru,"37.9.126.146, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8:0:1a4a:6576:756d:25ad:a547",,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],partner-test.market.yandex.ru,,2a02:6b8:c02:5be:0:633:b9ff:52e1,fslb01ht.market.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner-test.yandex.com,141.8.173.71,,partner-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner-test.yandex.com.tr,141.8.173.71,,partner-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner-test.yandex.kz,141.8.173.71,,partner-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner-webmon.yandex.ru,87.250.251.92,2a02:6b8::402,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner.maps.yandex.net,87.250.254.8,2a02:6b8::1f2,front-partner.slb.maps.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner.market.yandex.by,213.180.204.92,2a02:6b8::3df,partner.market.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner.market.yandex.com,213.180.204.92,2a02:6b8::3df,partner.market.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner.market.yandex.kz,213.180.204.92,2a02:6b8::3df,partner.market.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner.market.yandex.ru,213.180.204.92,2a02:6b8::3df,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner.master.yandex.ru,"213.180.193.41, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1",,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],partner.news.yandex.ru,213.180.204.242,2a02:6b8::242,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner.realty.yandex.ru,213.180.204.188,2a02:6b8::188,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner.taxi.pepelac1ft.yandex.ru,87.250.237.157,2a02:6b8:0:1449:6bc8:7238:48be:eb61,pepelac1ft.yandex.ru,outbound-relay.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner.taxi.pepelac1t.yandex.ru,213.180.204.242,,,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner.tst.maps.yandex.net,87.250.254.8,2a02:6b8::1f2,front-partner.slb.maps.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner.vh.yandex.ru,213.180.193.236,2a02:6b8::65,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner.yandex.by,"93.158.134.11, 87.250.250.1, 77.88.21.1","2a02:6b8::1e5, 2a02:6b8::1001, 2a02:6b8:0:1::1:1",,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],partner.yandex.com,93.158.134.11,2a02:6b8::1e5,,mx.yandex.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,"v=spf1 redirect=_spf.yandex.ru, google-site-verification=wfOIBgFPDLdhRNSgg67LGcnzuTfWGjAqU69ueoqwKeY, mailru-verification: 4c4ab03c0e104fd5",,,
[x],partner.yandex.com.tr,"87.250.250.1, 77.88.21.1","2a02:6b8::1001, 2a02:6b8:0:1::1:1",,mx.yandex.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],partner.yandex.kz,93.158.134.11,2a02:6b8::1e5,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],partner2-balancer-preprod-for-assessors.partner.yandex.ru,213.180.193.197,2a02:6b8::3a7,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partner2-test.yandex.ru,,2a02:6b8:0:3400:0:71d:0:20c,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partner2.yandex.com,93.158.134.11,2a02:6b8::1e5,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],partner2.yandex.com.tr,87.250.250.28,2a02:6b8::2:28,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],partners-app.taxi.yandex.net,87.250.250.85,2a02:6b8::334,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partners-app.yandex.ru,87.250.250.85,2a02:6b8::334,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partners-test-cabinet.mobile.yandex.ru,77.88.21.58,2a02:6b8::3:58,"taxi-partners.mobile.yandex.net, taxi-partners.mobile.yandex.ru",,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partners.api.music.yandex.net,87.250.250.246,2a02:6b8::5:246,api.music.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partners.avia.yandex.ru,87.250.250.194,2a02:6b8::35e,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partners.kinopoisk.ru,87.250.250.226,2a02:6b8::3:226,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partners.ott.yandex.ru,213.180.193.222,2a02:6b8::3f3,ott-partner-api-balancer.ott.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],partners.yandex.by,93.158.134.11,2a02:6b8::1e5,partner2.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],partners.yandex.com.tr,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],partners.yandex.kz,93.158.134.11,2a02:6b8::1e5,partner2.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns4.yandex.ru, ns3.yandex.ru",,,,,,
[x],partners.yandex.ru,93.158.134.11,2a02:6b8::1e5,partner2.yandex.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],parts.auto.ru,213.180.204.188,2a02:6b8::188,front.auto.ru,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pass-rc.beta.ya.ru,,,pass-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass-rc.yandex.com,213.180.204.242,,pass-rc.yandex.ru,not-for-mail.yandex.net,,NOERROR,,,,,,,
[x],pass-rc.yandex.com.tr,213.180.204.242,,pass-rc.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass-rc.yandex.kz,213.180.204.242,,pass-rc.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass-rc.yandex.ru,213.180.204.242,,,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass-test.yandex.ru,77.88.21.4,2a02:6b8::121,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass.yandex.by,213.180.204.51,2a02:6b8::51,pass.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass.yandex.com,213.180.204.51,2a02:6b8::51,pass.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass.yandex.com.tr,213.180.204.51,2a02:6b8::51,pass.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pass.yandex.kz,213.180.204.51,2a02:6b8::51,pass.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-ckicheck.yandex.com,213.180.204.24,2a02:6b8::24,passport.yandex.com,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,v=spf1 redirect=_spf.yandex.ru,,,
[x],passport-ckicheck.yandex.com.tr,213.180.204.24,2a02:6b8::24,passport.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"mailru-verification: 47715bffea86dbb3, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68, v=spf1 redirect=_spf.yandex.ru",,,
[x],passport-ckicheck.yandex.kz,213.180.204.24,2a02:6b8::24,passport.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"v=spf1 redirect=_spf.yandex.ru, mailru-verification: 47715bffea86dbb3, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68",,,
[x],passport-ckicheck.yandex.ru,,,passport.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-internal.yandex.ru,213.180.205.19,2a02:6b8:0:3400::3:19,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-rc-ckicheck.yandex.kz,213.180.204.114,2a02:6b8::114,passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-rc-ckicheck.yandex.ru,213.180.204.114,2a02:6b8::114,passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-rc-internal.yandex.ru,213.180.205.78,2a02:6b8:0:3400::78,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-rc.ya.ru,213.180.204.114,2a02:6b8::114,passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-rc.yandex.by,213.180.204.114,2a02:6b8::114,passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-test-ckicheck.yandex.com,77.88.21.4,,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-test-internal.yandex.ru,5.255.240.66,2a02:6b8:0:3400::66,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-test.sandbox.serp.yandex.kz,95.108.186.167,,,,"ns3.yandex.net, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],passport-test.ya.ru,77.88.21.4,2a02:6b8::121,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-test.yandex.by,77.88.21.4,2a02:6b8::121,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-test.yandex.com,77.88.21.4,2a02:6b8::121,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-test.yandex.com.tr,77.88.21.4,2a02:6b8::121,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],passport-test.yandex.ru,"77.88.21.4, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::121",,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns1.yandex.ru, ns2.yandex.ru",,,,,,
[x],passport.ya.ru,213.180.204.24,2a02:6b8::24,passport.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"v=spf1 redirect=_spf.yandex.ru, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68, mailru-verification: 47715bffea86dbb3",,,
[x],passport.yandex.by,213.180.204.24,2a02:6b8::24,passport.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"v=spf1 redirect=_spf.yandex.ru, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68, mailru-verification: 47715bffea86dbb3",,,
[x],passport.yandex.com.tr,,2a02:6b8::24,,,"ns1.yandex.net, sysadmin.yandex.ru",NOERROR,,,,v=spf1 redirect=_spf.yandex.ru,,,
[x],passport.yandex.ru,213.180.204.24,2a02:6b8::24,,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68, v=spf1 redirect=_spf.yandex.ru, mailru-verification: 47715bffea86dbb3",,,
[x],paste01e.cs-minitools01e.yandex.ru,141.8.165.27,2a02:6b8:0:829:ab19:d21b:61a4:d5f,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],paste01f.cs-minitools01f.yandex.ru,77.88.23.234,2a02:6b8:0:1484:c4d6:3742:b513:2652,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],paste01ht.cs-minitools01ht.yandex.ru,5.255.217.81,2a02:6b8:0:1a1e:3160:1c52:f755:2b8,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pay.kinopoisk.ru,213.180.199.9,2a02:6b8::473,kinopoisk.ru,mx.yandex.ru,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,"mailru-verification: 2fa036744bc7c7c3, 24939070a6ea7e2dc0a35db26f9943b5de74678a73fc572a4d7f65523e097e2, 273719bd208c26de3af2fe45f0c330936791819332d3894f2c1c1c9cfa7b2c9, 5a15f4cd077f5261c2cfb48573c4ad51e796229ef9deed20ac84b28c28f8995, 65f2b01eff4902aae99aef6e6f07e2f94a31dec009f20f87f2c53dfb57497e2, cd37089a3e48be4441c3f193c0eb5788f67f0f77a9172bc1ab37148ed859d59, eb3df067cad46968e760cbf1274f5e3252e982b0b08853c88cf0cfb6df7b40b, google-site-verification=tCBaAKZlXW6QsRdXujw-pbh5zH4zprql3oK-yvDzNfQ, _globalsign-domain-verification=IvoPodW34RxwCV7ht3L6INhhZCHx8JZ5V5stPphqoZ, _globalsign-domain-verification=lY4wzqGZQcQ2Bf8GwHRmufmYzT5tvy6vWttqQmwbhB, _globalsign-domain-verification=s3BXjfQxxmOvZ8C5XvEY_G3SrOGN6PD-nAXt2L6Xal, v=spf1 a:outbound-relay.yandex.net a:yabacks.mail.yandex.net include:_spf.yandex.ru ~all",globalsign.com,,
[x],pay.ya.ru,87.250.250.167,2a02:6b8::353,,,"ns1.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pay.yandex.ru,87.250.250.167,,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"mailru-verification: 5630baab60cb9626, v=spf1 redirect=_spf.yandex.ru, google-site-verification=VdM1kPUP_E7VOMTFACu_35bbfn-HVcKLmeqXwnwbd6U",,,
[x],payload.lockbox.api.cloud.yandex.net,84.201.168.170,2a0d:d6c1:0:1c::1c6,public-dpl.lockbox.cloud.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.kinopoisk.ru,87.250.251.118,2a02:6b8::118,external-static-resolver-smart.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.prestable.yandex.by,213.180.205.154,2a02:6b8:0:3400:0:71d:0:6e5,internal-common.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.prestable.yandex.com,,2a02:6b8:0:3400:0:71d:0:6e5,internal-common.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.prestable.yandex.net,213.180.205.154,2a02:6b8:0:3400:0:71d:0:6e5,internal-common.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.tst.kinopoisk.ru,213.180.205.154,2a02:6b8:0:3400:0:71d:0:6e5,internal-common.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.tst.yandex.by,213.180.205.154,2a02:6b8:0:3400:0:71d:0:6e5,internal-common.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.tst.yandex.com,213.180.205.154,2a02:6b8:0:3400:0:71d:0:6e5,internal-common.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.yandex.by,87.250.251.118,2a02:6b8::118,external-static-resolver-smart.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.yandex.com,87.250.251.118,2a02:6b8::118,external-static-resolver-smart.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget-smarttv.plus.yandex.kz,87.250.251.118,2a02:6b8::118,external-static-resolver-smart.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget.ott.yandex.com,87.250.250.136,2a02:6b8::42f,"payment-widget.plus.yandex.net, external-static-resolver.mediabilling.yandex.net",,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget.ott.yandex.ru,87.250.250.136,2a02:6b8::42f,"payment-widget.plus.yandex.net, external-static-resolver.mediabilling.yandex.net",,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget.plus.kinopoisk.ru,87.250.250.136,2a02:6b8::42f,external-static-resolver.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget.plus.yandex.com,87.250.250.136,2a02:6b8::42f,external-static-resolver.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget.plus.yandex.kz,87.250.250.136,2a02:6b8::42f,external-static-resolver.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payment-widget.plus.yandex.ru,87.250.250.136,2a02:6b8::42f,external-static-resolver.mediabilling.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],payments.mail.yandex.net,,2a02:6b8:0:3400:0:b15:0:1,oplata.billing.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pbx-provider-api-prepod.yandex.net,77.88.21.101,2a02:6b8::10c,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],pbx-provider-api-preprod.yandex.net,,,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],pbx-provider-api.yandex.net,77.88.21.100,2a02:6b8::10b,,,"ns1.yandex.net, hostmaster.yandex.net",NOERROR,,,,,,,
[x],pbx.yandex.net,87.250.251.58,,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],pc.yandex.ru,87.250.251.93,2a02:6b8::1:93,,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pci-tf.fin.yandex.net,,2a02:6b8:0:3400:0:2e4:0:2e,pci-front-test.paysys.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pcidss-ext-cert-proxy-test.paysys.yandex.by,213.180.205.251,2a02:6b8:0:3400::51c,paysys-int-test.stable.qloud-b.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pcidss-ext-cert-proxy-test.paysys.yandex.com,213.180.205.251,2a02:6b8:0:3400::51c,paysys-int-test.stable.qloud-b.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pcidss-ext-cert-proxy-test.paysys.yandex.kz,213.180.205.251,2a02:6b8:0:3400::51c,paysys-int-test.stable.qloud-b.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pcidss-ext-cert-proxy-test.paysys.yandex.net,213.180.205.251,2a02:6b8:0:3400::51c,slb-int-test-l3.paysys.yandex.net,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,,,,,,,
[x],pcidss-outbound.yandex.net,87.250.251.33,2a02:6b8::2:33,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],pcidss.bank.yandex.ru,178.248.234.171,,ext-public-proxy-pcidss.prod.yandex-bank.net,,"ns1.yandexcloud.net, mx.cloud.yandex.net",NOERROR,,,,,,,
[x],pcidss.yandex.net,77.88.21.33,2a02:6b8::3:33,,,"ns3.yandex.ru, sysadmin.yandex.ru",NOERROR,"ns3.yandex.ru, ns4.yandex.ru",,,,,,
[x],pda-passport-rc.yandex.by,213.180.204.114,2a02:6b8::114,passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda-passport-rc.yandex.com,213.180.204.114,2a02:6b8::114,passport-rc.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda-passport-test.yandex.by,,,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda-passport-test.yandex.com,77.88.21.4,2a02:6b8::121,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda-passport-test.yandex.kz,77.88.21.4,,passport-test.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda-passport.yandex.by,213.180.204.24,2a02:6b8::24,"pda-passport.yandex.ru, passport.yandex.ru",mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"mailru-verification: 47715bffea86dbb3, v=spf1 redirect=_spf.yandex.ru, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68",,,
[x],pda-passport.yandex.com,213.180.204.24,2a02:6b8::24,"pda-passport.yandex.ru, passport.yandex.ru",mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"v=spf1 redirect=_spf.yandex.ru, mailru-verification: 47715bffea86dbb3, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68",,,
[x],pda-passport.yandex.kz,"213.180.204.24, 213.180.193.1, 93.158.134.1, 77.88.21.249","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::24, 2a02:6b8::311","pda-passport.yandex.ru, passport.yandex.ru",mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,"mailru-verification: 47715bffea86dbb3, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68, v=spf1 redirect=_spf.yandex.ru",,,
[x],pda-passport.yandex.ru,213.180.204.24,2a02:6b8::24,passport.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"v=spf1 redirect=_spf.yandex.ru, mailru-verification: 47715bffea86dbb3, google-site-verification=jWdAHCVx-46npjzUqxYAdsyD7T85jkK4paLIqdtRY68",,,
[x],pda-sauth.yandex.by,213.180.204.242,2a02:6b8::242,any.yandex.ru,not-for-mail.yandex.net,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda.auto.yandex.ru,"213.180.204.242, 213.180.193.1, 93.158.134.1","2a02:6b8::1, 2a02:6b8:0:1::1, 2a02:6b8::242",auto.yandex.ru,,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,"ns2.yandex.ru, ns1.yandex.ru",,,,,,
[x],pda.blogs.yandex.by,213.180.204.242,,"blogs.yandex.by, blogs.yandex.ru",,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda.blogs.yandex.ru,213.180.204.242,2a02:6b8::242,blogs.yandex.ru,mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,,,,
[x],pda.cal.ya.ru,213.180.204.97,2a02:6b8::df,"pda.calendar.yandex.ru, calendar.yandex.ru",mx.yandex.ru,"ns1.yandex.ru, sysadmin.yandex-team.ru",NOERROR,,,,"v=spf1 redirect=_spf.yandex.ru, v=DKIM1; k=rsa; t=s; p=MIGfMA0GCSqGSIb3DQEBAQUAA4GNADCBiQKBgQDkhjwDqhD3WOAjquXstW9YRw2OMpRwGEpvsPpTO156caFDkpd2rAYrFNDuRyQapmk/ZX9KnyjIF0wBaexIG1y+mepnD+avbGqDSG7LMA8qum1Z7YaymMUBV4qkZN6CyHOfl24lDDD3h/lIjUbVXB0JcZLe+0VBf9H7d2YGZeHkHQIDAQAB",,,
