new,host,a,ns,status_code,soa,aaaa,cname,txt,cdn,cdn-name,mx,has_internal_ips,internal_ips,caa
,nonprod.dnsecho.opera.com,216.66.80.30,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,nooob.opera.software,185.26.182.121,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:722:185:26:182:121,sg1.opera.software,,,,,,,
,norder.dnsecho.opera.com,176.56.185.248,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,norseagroup.dnsecho.opera.com,176.56.185.248,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,northamerica-1.beta.opera-mini.net,82.145.209.241,,NOERROR,,,,,,,,,,
,northamerica-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ns.se.opera.com,88.131.66.88,,NOERROR,"nic.opera.no, hostmaster.opera.com",,nic.se.opera.com,,,,,,,
,ns0-3-5-7.mini5-1.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ns1-9-9-7.beta.opera-mini.net,82.145.211.250,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,ns1-ams-vftr.opera-mini.net,185.26.182.156,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v173.proxmox-ams.opera.technology,,,,,,,
,ns1-ams.opera-mini.net,185.26.182.138,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v175.proxmox-ams.opera.technology,,,,,,,
,ns1-ams.opera.technology,185.26.182.119,,NOERROR,,2001:4c28:4000:722:185:26:182:119,,,,,,,,
,ns1-lati-vftr.opera-mini.net,107.167.104.9,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ns1-priv.dnsecho.opera.com,"70.34.248.202, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","h11-09-08.opera-mini.net, n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,ns1-singa.opera-mini.net,141.0.8.21,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v116.proxmox-sg.opera.technology,,,,,,,
,ns1.am4.opera.technology,82.145.216.4,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ns1.opera-mini.net,91.203.96.186,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ns1.singa.opera.technology,103.83.123.68,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ns2-ams.opera-mini.net,185.26.182.140,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v176.proxmox-ams.opera.technology,,,,,,,
,ns2-singa.opera-mini.net,141.0.8.22,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v117.proxmox-sg.opera.technology,,,,,,,
,ns2.am4.opera.technology,82.145.216.5,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ns2.lati.opera.technology,107.167.119.199,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,v107.proxmox-ash.opera.technology,,,,,,,
,ns2.opera-mini.net,91.203.96.187,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ns4-lati.opera-mini.net,107.167.119.73,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,nse-1-1-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,nse-1-1-2.mini5-1.opera-mini.net,,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,nse.dnsecho.opera.com,,,NOERROR,,,,,,,,,,
,nsstatic-clients-stats-corp.dnsecho.opera.com,176.56.185.248,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,ntp-ashburn.opera.com,"107.167.119.215, 107.167.119.214, 107.167.119.213, 107.167.119.216",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ntp.lati.opera.technology,"107.167.119.214, 107.167.119.216, 107.167.119.213, 107.167.119.215",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:3000:645:107:167:119:215, 2001:4c28:3000:645:107:167:119:216, 2001:4c28:3000:645:107:167:119:214, 2001:4c28:3000:645:107:167:119:213",,,,,,,,
,ntp.opera-mini.net,"185.26.183.165, 185.26.183.190, 185.26.183.188, 185.26.183.169",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:727:185:26:183:188, 2001:4c28:4000:727:185:26:183:165, 2001:4c28:4000:727:185:26:183:169, 2001:4c28:4000:727:185:26:183:190","ntp.opera.com, ntp.ams.opera.technology",,,,,,,
,ntp.opera.com,"185.26.183.165, 185.26.183.169, 185.26.183.188, 185.26.183.190",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:727:185:26:183:188, 2001:4c28:4000:727:185:26:183:190, 2001:4c28:4000:727:185:26:183:165, 2001:4c28:4000:727:185:26:183:169",ntp.ams.opera.technology,,,,,,,
,ntp.se.opera.com,88.131.66.88,,NOERROR,"nic.opera.no, hostmaster.opera.com",,nic.se.opera.com,,,,,,,
,ntp1-ash.opera.com,107.167.119.215,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ntp1-oslo.opera.com,185.26.183.165,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:727:185:26:183:165,ntp1.ams.opera.technology,,,,,,,
,ntp1.am4.opera.technology,82.145.216.66,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:431:82:145:216:66,,,,,,,,
,ntp1.lati.opera.technology,107.167.119.215,,NOERROR,,,,,,,,,,
,ntp2-oslo.opera.com,185.26.183.169,,NOERROR,,,ntp2.ams.opera.technology,,,,,,,
,ntp2.am4.opera.technology,82.145.216.67,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:431:82:145:216:67,,,,,,,,
,ntp2.lati.opera.technology,107.167.119.216,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:3000:645:107:167:119:216,,,,,,,,
,ntp3-ash.opera.com,107.167.119.213,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ntp3-oslo.opera.com,185.26.183.188,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:727:185:26:183:188,ntp3.ams.opera.technology,,,,,,,
,ntp3.am4.opera.technology,82.145.216.68,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:431:82:145:216:68,,,,,,,,
,ntp3.lati.opera.technology,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,ntp4-ash.opera.com,"107.167.119.214, 185.26.182.67, 37.228.109.145, 103.83.123.78, 107.167.96.21, 82.145.216.30","nic3.opera.com, nic6.opera.com, nic1.opera.com, nic2.opera.com, nic4.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:67, 2001:4c28:3000:623:37:228:109:145, 2400:9340:0:1951:103:83:123:78, 2620:117:c004:320:107:167:96:21, 2001:4c28:1:430:82:145:216:30",,,,,,,,
,ntp4.am4.opera.technology,82.145.216.69,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:431:82:145:216:69,,,,,,,,
,ntp4.lati.opera.technology,107.167.119.214,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:3000:645:107:167:119:214,,,,,,,,
,ntp4.opera-mini.net,185.26.183.190,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:727:185:26:183:190,"ntp4-oslo.opera.com, ntp4.ams.opera.technology",,,,,,,
,nuser.dnsecho.opera.com,192.29.200.168,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,nv400-1.beta.opera-mini.net,82.145.209.241,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,nvs2-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,nvs2-1.mini5-1.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,nx-white.opera.com,213.236.208.188,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,o-8.beta.opera-mini.net,,"n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,o.facebook.com.turbo-1.beta.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,o1.dnsecho.opera.com,156.154.76.143,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,oauth2.geo.opera.com,"185.26.182.112, 185.26.182.118, 185.26.182.111, 185.26.182.93, 185.26.182.94, 185.26.182.106",,NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:93, 2001:4c28:4000:722:185:26:182:118, 2001:4c28:4000:722:185:26:182:106, 2001:4c28:4000:722:185:26:182:112, 2001:4c28:4000:722:185:26:182:111, 2001:4c28:4000:722:185:26:182:94","ams3-oauth2.opera-api.com, ams.lb.opera.technology",v=spf1 -all,,,,,,amazonaws.com
,obrienswine.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,observer.opera.com,91.203.96.154,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,t12-16.opera.com,,,,,,,
,occ-0-227-38.dnsecho.opera.com,172.71.249.60,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,occ-0-325-64.dnsecho.opera.com,"205.171.9.236, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,occ-0-6-7.beta.opera-mini.net,82.145.211.250,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,odessa.opera.com,,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,odsp-quic.adx.opera.com,,,NOERROR,"ns1.cloudflare.net, dns.cloudflare.com","2606:4700:3037::ac43:c9a7, 2606:4700:3036::6815:15fd",odsp-quic.adx.opera.com.cdn.cloudflare.net,,True,cloudflare,,,,
,odsp-quic.op-mobile.opera.com,"104.18.0.171, 104.18.1.171",,NOERROR,"ns1.cloudflare.net, dns.cloudflare.com",,odsp-quic.op-mobile.opera.com.cdn.cloudflare.net,,True,cloudflare,,,,
,odsp-test.op-mobile.opera.com,"104.18.0.171, 104.18.1.171",,NOERROR,"ns1.cloudflare.net, dns.cloudflare.com",,odsp-test.op-mobile.opera.com.cdn.cloudflare.net,,True,cloudflare,,,,
,ofa-b-sub.osp.opera.software,82.145.217.121,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:432:82:145:217:121,"submit-target.osp.opera.software, submit.geo.opera.com, submit-am4.osp.opera.software",,,,,,,
,ofa-r-sub.osp.opera.software,82.145.217.121,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:432:82:145:217:121,"submit-target.osp.opera.software, submit.geo.opera.com, submit-am4.osp.opera.software",,,,,,,
,ofa.android.opera.software,185.26.182.121,"nic4.opera.com, nic3.opera.com, nic1.opera.com, nic6.opera.com, nic2.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:4000:722:185:26:182:121,sg1.opera.software,,,,,,,
,ofakibanabcp02.dnsecho.opera.com,172.70.245.155,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,office.fw-osl.opera.com,91.203.97.251,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,officialforestgoods.dnsecho.opera.com,192.29.200.168,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,offthewall.opera.com,"185.26.182.114, 185.26.182.113",,NOERROR,"nic1.opera.com, hostmaster.opera.com",,legacy.opera.com,"google-site-verification=6jrP7IcOHMeLelQxyZJf4fQtMyOi_MZ6oIf_Ur7pw54, v=spf1 include:mail.zendesk.com include:email.freshdesk.com ~all",,,"ASPMX.L.GOOGLE.com, ALT3.ASPMX.L.GOOGLE.com, ALT1.ASPMX.L.GOOGLE.com, ALT2.ASPMX.L.GOOGLE.com, ALT4.ASPMX.L.GOOGLE.com",,,
,oh13sa.dnsecho.opera.com,74.125.187.132,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,okash-nginx-1.beta.opera-mini.net,82.145.209.241,"n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,okash-nginx-1.mini5-1.opera-mini.net,82.145.209.241,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,okash-nginx-3.opera.software,185.26.183.159,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,old-amp1-1.beta.opera-mini.net,185.26.181.241,"n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,old-amp1-1.mini5-1.opera-mini.net,82.145.209.241,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,oleads.com,82.145.213.24,"ns-cloud-e1.googledomains.com, anycast2.dnsres.net, dns1.cloudns.net, dns2.cloudns.net, ns.nscluster.wf, anycast1.dnsres.net",NOERROR,"ns.nscluster.wf, hostmaster.nscluster.wf",,,"v=spf1 ip4:128.14.226.236 ~all, google-site-verification=aeFOtXVXHn_w3OumRIW7PZYRrol800EWsn5ms_G_oWI",,,mail.oleads.com,,,
,olist-video.feednews.com,"2.16.241.139, 2.16.241.148",,NOERROR,"n0dscb.akamaiedge.net, hostmaster.akamai.com","2a02:26f0:480:c::210:f18b, 2a02:26f0:480:c::210:f194","olist-video.feednews.com.edgekey.net, e31002.dscb.akamaiedge.net",,,,,,,
,olympus-rest-mr.dnsecho.opera.com,"205.171.9.236, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,oms-ftp.opera.com,185.26.183.166,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,oms.opera.com,91.203.97.187,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,t12-03-v09.opera.com,,,,,,,
,oncorp.tvstore.geo.opera.com,,,NOERROR,"geo7.opera.technology, hostmaster.opera.com",,,,,,,,,
,onlinehelp.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,onnuridanija.dnsecho.opera.com,140.82.39.20,,NOERROR,,,,,,,,,,
,onnx-mlir-p.dnsecho.opera.com,70.34.248.7,,NOERROR,,,,,,,,,,
,oops.geo.opera.com,,,NOERROR,"geo7.opera.technology, hostmaster.opera.com",,,,,,,,,
,op-mobile.opera.com,,"nic2.opera.com, nic3.opera.com, nic4.opera.com, nic6.opera.com, nic1.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,"mailto:hostmaster@opera.com, globalsign.com, digicert.com, letsencrypt.org"
,openapi-id.op-mobile.opera.com,103.83.123.60,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-sg.op-mobile.opera.com, outspot-sg-vip1.op-mobile.opera.com",,,,,,,
,openapi-in.op-mobile.opera.com,103.83.123.60,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,"outspot-sg.op-mobile.opera.com, outspot-sg-vip1.op-mobile.opera.com",,,,,,,
,openserv.dnsecho.opera.com,,,NOERROR,,,,,,,,,,
,opera-15-turbo.opera-mini.net,,,NOERROR,,,global-turbo-1.opera-mini.net,,,,,,,
,opera-mini.net,"37.228.108.148, 37.228.108.147","nic3.opera.com, nic2.opera.com, nic4.opera.com, nic1.opera.com, nic6.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:3000:622:37:228:108:147, 2001:4c28:3000:622:37:228:108:148",,"m158kv3d1q81vz3q1hn9k6z2lw4zhkkd, 9bc5m1h5n6722dr2txyvp9h4qdyhnd6l, 4pnn2p1x3fzf2ndtfqf9twdg1w0k8d1j",,,,,,
,opera.com,"185.26.182.103, 185.26.182.104","nic3.opera.com, nic1.opera.com, nic6.opera.com, nic2.opera.com, nic4.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,"google-site-verification=mi7mVeHWYoxrnV4M85YytexDvFMwa23tvOOcg0f0w-E, BQ33d38Z4c0YY0OBRQuXcXsgWcVd9_w, google-site-verification=zsu8s2znTOAuZ0dkksfMdQE3HmkoNNyuijNib1xkiQo, facebook-domain-verification=up2ljn0zco95f4f16hjxe6we815q19, google-site-verification=M1WsVfJ0xUplsAdeDZ76BkHn9QL-IOWDyq9zziApgAI, keybase-site-verification=uH1gfE9c0VONYIy9Hq-WuhCOx6JclPV3_M3j9fAPnXU, v=spf1 ip4:185.26.183.134 ip6:2001:4c28:4000:727:185:26:183:134 ip4:185.26.183.145 ip4:185.26.183.153 ip6:2001:4c28:4000:727:185:26:183:153 ip6:2001:4c28:4000:779:195:189:142:89 ip4:213.236.208.188 ip4:107.167.119.206 ip4:91.203.97.254 ip4:195.189.142.89 , mx include:_spf.google.com -all, 07b121f99e9843a192c18b3cf340b8fb, adobe-idp-site-verification=61e18c604ee93df7fb52b11bab48531b3112c62f0db7249f99463fa327f9c69d, apple-domain-verification=SWfwiYtREsASOqwv, FIO7ppPA1vjosCuWmpg32zcajEQgpx5RgsHG78x2T5oojZ2C6ujnN",,,"ALT2.ASPMX.L.GOOGLE.com, ALT4.ASPMX.L.GOOGLE.com, ALT1.ASPMX.L.GOOGLE.com, ASPMX.L.GOOGLE.com, ALT3.ASPMX.L.GOOGLE.com",,,"digicert.com, trust-provider.com, sectigo.com, globalsign.com, mailto:hostmaster@opera.com"
,opera.com.turbo-5.beta.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,opera.news,"104.18.11.248, 104.18.10.248","arya.ns.cloudflare.com, skip.ns.cloudflare.com",NOERROR,"arya.ns.cloudflare.com, dns.cloudflare.com","2606:4700::6812:bf8, 2606:4700::6812:af8",,"google-site-verification=KkjVXpriLS51ip22mjE004pUAmHXGZwQMP14MWGdtk4, google-site-verification=jXvxTGi761cIUoUQ--DbWmFDWBUQGBmkok5jbYRy_Q4, pmft2gfw1nj9hr1mf5kpmjp4dgkt55lc, yandex-verification: d48ad641283ab408",True,cloudflare,,,,"comodoca.com, digicert.com; cansignhttpexchanges=yes, letsencrypt.org, pki.goog; cansignhttpexchanges=yes"
,opera.software,82.145.215.16,"nic6.opera.com, nic1.opera.com, nic4.opera.com, nic3.opera.com, nic2.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,"lXlO3Hwr2T-7h4Hp9ZKY3Q, v=spf1 mx include:opera.com -all, google-site-verification=dlyPibMdO3S3UqA8UWbmFkyHWGsC2j2_Qq7u7ZW1dXM, google-site-verification=5p0qJaXPfBrtqEVP6EzHeGJ-g3xSOLpg2Lt2EVAFzKk",,,smtp.opera.technology,,,"letsencrypt.org, mailto:hostmaster@opera.com, digicert.com"
,opera.technology,82.145.215.16,"nic3.opera.COM, nic4.opera.COM, nic6.opera.COM, nic1.opera.COM, nic2.opera.COM",NOERROR,"nic1.opera.com, hostmaster.opera.com",,,"f34f2q1q0c4r0p7yh7tb828x33qzlw5n, google-site-verification=9C-r8E0p5rN7zPoNmmIaQxO7RT4E4xYloKqKXWaJfzk, v=spf1 ip4:195.189.142.89 mx include:_spf.google.com -all, 4sjr77z1nqz61gtd78l6n3pc1dvfgqhn",,,"ASPMX2.GOOGLEMAIL.COM, ALT1.ASPMX.L.GOOGLE.COM, ALT2.ASPMX.L.GOOGLE.COM, ASPMX.L.GOOGLE.COM, ASPMX3.GOOGLEMAIL.COM",,,"digicert.com, letsencrypt.org, mailto:hostmaster@opera.com"
,opera10beta-turbo.opera-mini.net,,,NOERROR,,,global-turbo-1.opera-mini.net,,,,,,,
,operafootball.com,82.145.213.6,"ns.nscluster.us, dns1.cloudns.net, dns2.cloudns.net, anycast1.dnsres.net, anycast2.dnsres.net, ns-cloud-d1.googledomains.com",NOERROR,"ns.nscluster.us, hostmaster.nscluster.us",,,,,,,,,"d-trust.net, digicert.com, letsencrypt.org, sectigo.com"
,operamini-sub.osp.opera.software,82.145.217.121,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:432:82:145:217:121,"submit-target.osp.opera.software, submit.geo.opera.com, submit-am4.osp.opera.software",,,,,,,
,operanews-lite-app-sub.osp.opera.software,82.145.217.121,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2001:4c28:1:432:82:145:217:121,"submit-target.osp.opera.software, submit.geo.opera.com, submit-am4.osp.opera.software",,,,,,,
,operanews-sub.osp.opera.software,107.167.125.189,,NOERROR,"nic1.opera.com, hostmaster.opera.com",2620:117:c004:392:107:167:125:189,"submit-target.osp.opera.software, submit.geo.opera.com, submit-trn.osp.opera.software",,,,,,,
,operanewsapp.com,"104.18.16.182, 104.18.17.182","skip.ns.cloudflare.com, arya.ns.cloudflare.com",NOERROR,"arya.ns.cloudflare.com, dns.cloudflare.com","2606:4700::6812:11b6, 2606:4700::6812:10b6",,"kxgggx9v9m7zq1wtqxkd1xxzs92rnbd2, v=spf1 ip4:107.167.122.0/24 include:spf.163.com ~all, google-site-verification=LmfP2MlzKl0iEgcKuh9qbACSHLFg2-c8M-u5RN_1W84",True,cloudflare,mail.operanewsapp.com,,,
,opr.adx.opera.com,"52.6.111.222, 52.72.205.15, 204.236.250.250, 52.44.132.181, 44.207.112.30, 3.225.47.116, 34.198.92.163, 54.166.206.16",,NOERROR,"ns-615.awsdns-12.net, awsdns-hostmaster.amazon.com",,gateway.adrta.com,,,,,,,
,ops.skyfire.opera.com,185.26.182.199,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,opsaltauth-antiviruspre.dnsecho.opera.com,18.207.255.50,,NOERROR,,,,,,,,,,
,optix-ctrail-pmgr-cloudstation-eu-central-1.mini5-1.opera-mini.net,"82.145.209.241, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,opx.opera.com.global-4-lvs-hopper-5.opera-mini.net,37.228.107.254,"nic2.opera.com, nic1.opera.com, nic3.opera.com, nic4.opera.com, nic6.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com",,global-4-lvs-hopper-5.opera-mini.net,,,,,,,
,opx.opera.com.mini5-9.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,opx.opera.com.turbo-5.beta.opera-mini.net,82.145.209.253,"h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,oqrooteybn.dnsecho.opera.com,"70.34.248.202, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,or32sa-c02.dnsecho.opera.com,"205.171.30.238, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n14-10-08.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n15-10-07.opera-mini.net",NOERROR,,,,,,,,,,
,orchard.dnsecho.opera.com,"205.171.9.234, 82.145.209.69, 82.145.210.27, 82.145.222.157, 82.145.222.220","n15-10-07.opera-mini.net, h14-04-06.opera-mini.net, h11-09-08.opera-mini.net, n14-10-08.opera-mini.net",NOERROR,,,,,,,,,,
,oree-test1.dnsecho.opera.com,5.45.234.203,"h14-04-06.opera-mini.net, n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net",NOERROR,,,,,,,,,,
,oregon.aws.tvstore.opera.com,127.0.0.1,,NOERROR,"ns-1935.awsdns-49.co.uk, awsdns-hostmaster.amazon.com",,,,,,,True,127.0.0.1,
,org.global-4-lvs-turing-1.opera-mini.net,141.0.11.241,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,global-4-lvs-turing-1.opera-mini.net,,,,,,,
,origin-web06.dnsecho.opera.com,45.136.153.213,"n14-10-08.opera-mini.net, n15-10-07.opera-mini.net, h11-09-08.opera-mini.net, h14-04-06.opera-mini.net",NOERROR,,,,,,,,,,
,origin-web06.ncnd.opera.com,82.145.215.95,,NOERROR,"nic1.opera.com, hostmaster.opera.com",,,,,,,,,
,originlogsauth-mirror-my-oceania.ncnd.opera.com,"82.145.215.95, 185.26.182.67, 37.228.109.145, 103.83.123.78, 107.167.96.21, 82.145.216.30","nic4.opera.com, nic2.opera.com, nic6.opera.com, nic1.opera.com, nic3.opera.com",NOERROR,"nic1.opera.com, hostmaster.opera.com","2001:4c28:4000:722:185:26:182:67, 2001:4c28:3000:623:37:228:109:145, 2400:9340:0:1951:103:83:123:78, 2620:117:c004:320:107:167:96:21, 2001:4c28:1:430:82:145:216:30",,,,,,,,
