input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_expired,tls_subject_org_,tls_wildcard_certificate,final_url,tls_mismatched,tls_self_signed
su-vpn-press.stanford.edu,,200,315,su-vpn-press.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=su-vpn.stanford.edu, O=Stanford University, ST=California, C=US",su-vpn.stanford.edu,su-vpn-press.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,c2993a61e501b83072afdcbe2d40809b,f3e0731d6b9f81d2a6befec2b43da9d78186e0f5e90258473a546f450f046f6e,ctls,su-vpn-press.stanford.edu,,443,https://su-vpn-press.stanford.edu:443,https,,text/html,GET,171.66.1.253,/,-1840324437,171.66.1.253,HSTS,9,False,,,,Stanford University,,,,
su-vpn-wech.stanford.edu,,200,315,su-vpn-wech.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-26T00:00:00Z,2024-01-26T23:59:59Z,"CN=su-vpn.stanford.edu, O=Stanford University, ST=California, C=US",su-vpn.stanford.edu,su-vpn-wech.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,94a2c7c7c1df1ca4a47c098f84457c9d,7b3d78b388cb07a4e663dc0e5ca005b52ca497c5eb2dddaeec271f9b6aa7a352,ctls,su-vpn-wech.stanford.edu,,443,https://su-vpn-wech.stanford.edu:443,https,,text/html,GET,171.66.1.254,/,-1840324437,171.66.1.254,HSTS,9,False,,,,Stanford University,,,,
su17.stanford.edu,Incident Report (eSU-17) – Stanford Environmental Health & Safety,200,89749,ehs.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-17T03:41:14Z,2023-06-15T03:41:13Z,CN=ehs.stanford.edu,ehs.stanford.edu,ehs.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9406452f4e8c81a0faf9588b4547da70,6c6fec432b7f7c2b9906faf1561db80bd8e6684dcf7fafee82e6f090f35f5061,ctls,ehs.stanford.edu,,443,https://su17.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,WordPress:5.9.3,710,False,,,,,,https://ehs.stanford.edu/esu-17,,
suave.stanford.edu,SUAVE,200,6847,suave.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-16T09:42:28Z,2023-06-14T09:42:27Z,CN=suave.stanford.edu,suave.stanford.edu,suave.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a329978718210194cb7f974aa10872ca,617822fa2c77f97dbc7d6d2991b5bbf4520c5fa6e1624a6d82e8b6b206bfb87b,ctls,suave.stanford.edu,,443,https://suave.stanford.edu:443,https,GitHub.com,text/html,GET,185.199.108.153,/,621529727,2606:50c0:8003::153,Varnish,189,False,,,,,,,,
subscribe.stanford.edu,Stanford University,200,108214,www.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T07:57:45Z,2023-07-19T07:57:44Z,CN=www.stanford.edu,www.stanford.edu,www.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,02ad852e690f61516f05f7109375fadb,866d6321b3cd31d82abdc061d23470a2475b6c55119d6fb5f858ace642fb1937,ctls,www.stanford.edu,,443,https://subscribe.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,WordPress:6.1.1,1142,False,,,,,,https://www.stanford.edu,,
suclass.stanford.edu,Not Found,404,315,suclass.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T00:00:00Z,2024-03-28T23:59:59Z,"CN=vptl.stanford.edu, O=Stanford University, ST=California, C=US",vptl.stanford.edu,suclass.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,36ca2c8e59d3f18135aefe684f2b1118,b8e036ed81168da68b6318bc3e53e64dcd9ca5b8853aebe07f7b4ff13b27df3a,ctls,suclass.stanford.edu,,443,https://suclass.stanford.edu:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,171.67.230.81,/,225052475,171.67.230.81,Microsoft HTTPAPI:2.0,7,False,,,,Stanford University,,,,
suif.almond.stanford.edu,Stanford MobiSocial Computing Laboratory,200,62358,suif.almond.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-05T00:00:00Z,2023-11-05T23:59:59Z,"CN=suif.stanford.edu, O=Stanford University, ST=California, C=US",suif.stanford.edu,www-suif.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f44979e87104f7acfec257fae57a92dd,bd8bf61c7603520ebda5e646834fcafa8f1affc4550ada619d2d3479d14aebfb,ctls,suif.almond.stanford.edu,,443,https://suif.almond.stanford.edu:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k PHP/7.2.24,text/html,GET,52.12.54.235,/,-780928015,52.12.54.235,Red Hat,1418,False,,,,Stanford University,,,True,
suif.stanford.edu,The Stanford SUIF Compiler Group,200,4580,suif.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-05T00:00:00Z,2023-11-05T23:59:59Z,"CN=suif.stanford.edu, O=Stanford University, ST=California, C=US",suif.stanford.edu,www-suif.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f44979e87104f7acfec257fae57a92dd,bd8bf61c7603520ebda5e646834fcafa8f1affc4550ada619d2d3479d14aebfb,ctls,suif.stanford.edu,,443,https://suif.stanford.edu:443,https,Apache/2.4.37 (Red Hat Enterprise Linux) OpenSSL/1.1.1k PHP/7.2.24,text/html,GET,52.12.54.235,/,-780928015,52.12.54.235,Red Hat,169,False,,,,Stanford University,,,,
sul-bookdata-prod.stanford.edu,404 Not Found,404,196,sul-bookdata-prod.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=sul-bookdata-prod.stanford.edu, O=Stanford University, ST=California, C=US",sul-bookdata-prod.stanford.edu,bookdata.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,02853d02f749ea3555ee5eb73fa33904,b6f02cb50e731b96b37cbe906c818f139d9aaa349f33ff105bb32eef177b6cf2,ctls,sul-bookdata-prod.stanford.edu,,443,https://sul-bookdata-prod.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,171.67.21.64,/,-780928015,171.67.21.64,Ubuntu,8,False,,,,Stanford University,,,,
sul-hydra-etd-prod.stanford.edu,,200,,sul-hydra-etd-prod.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-11-15T00:00:00Z,2023-11-15T23:59:59Z,"CN=sul-hydra-etd-prod.stanford.edu, O=Stanford University, ST=California, C=US",sul-hydra-etd-prod.stanford.edu,etd.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,848a19efdbb78a5f84c73c740158c1d8,b0c340d3fd8a10cb312a6b09d5bd2e5f51ed24174a844f73c9cc8a3ef96de49f,ctls,sul-hydra-etd-prod.stanford.edu,,443,https://sul-hydra-etd-prod.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,171.67.21.36,/,-1840324437,171.67.21.36,Ubuntu,1,False,,,,Stanford University,,,,
sul-stacks.stanford.edu,Stacks,200,5604,sul-stacks.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-20T00:00:00Z,2023-12-20T23:59:59Z,"CN=stacks-lb.stanford.edu, O=Stanford University, ST=California, C=US",stacks-lb.stanford.edu,sul-stacks.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,b945a72c295bd75fb82802337e2fd20d,496adc1841cea48341a0212885b667a7939c5a2ca72760b08a5e26d4b2f4b4d3,ctls,sul-stacks.stanford.edu,,443,https://sul-stacks.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,171.67.37.91,/,1091701407,171.67.37.91,Ubuntu,99,False,,,,Stanford University,,,,
sulclockss-reports-01.stanford.edu,404 Not Found,404,198,sulclockss-reports-01.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-20T09:30:16Z,2023-07-19T09:30:15Z,CN=reports.clockss.org,reports.clockss.org,reports.clockss.org,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2c917ef16789235913f77adcd760674a,b15f29099f84875f2c66ffad3d63e5069cf361ffe34a21fbda40ba0f122b3e59,ctls,sulclockss-reports-01.stanford.edu,,443,https://sulclockss-reports-01.stanford.edu:443,https,Apache/2.4.6 (),text/html,GET,171.66.236.77,/,-366337701,171.66.236.77,HSTS,8,False,,,,,,,True,
sulproxy-prod-02.stanford.edu,404 Not Found,404,196,sulproxy-prod-02.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-10-20T00:00:00Z,2023-10-20T23:59:59Z,"CN=sulproxy-prod-02.stanford.edu, O=Stanford University, ST=California, C=US",sulproxy-prod-02.stanford.edu,sulproxy-prod-02.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9f330db8e82e3b9ace7869e214a82eb3,ac5be442a9b5a6b8fc5d20068fe358aa1cb2f55a0b27aab328a91b0366c4ecf4,ctls,sulproxy-prod-02.stanford.edu,,443,https://sulproxy-prod-02.stanford.edu:443,https,Apache/2.4.41 (Ubuntu),text/html,GET,171.67.21.79,/,-780928015,171.67.21.79,Ubuntu,8,False,,,,Stanford University,,,,
summer.stanford.edu,Stanford Summer Session The Fourth Academic Quarter,200,111706,summer.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T03:22:28Z,2023-06-18T03:22:27Z,CN=hssc.stanford.edu,hssc.stanford.edu,summerwriters.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3ae488455103ce4fcce15a754e58f193,6eeb32fe70e056af8a5576e6617dc8aaa3db035276de6b14aff9ddf2ec1fe8ed,ctls,summer.stanford.edu,,443,https://summer.stanford.edu:443,https,nginx,text/html,GET,23.185.0.3,/,1109944264,2620:12a:8001::3,Varnish,1849,False,,,,,,,,
summerapply.stanford.edu,Stanford Summer Session The Fourth Academic Quarter,200,111706,summer.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T03:22:28Z,2023-06-18T03:22:27Z,CN=hssc.stanford.edu,hssc.stanford.edu,summerwriters.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3ae488455103ce4fcce15a754e58f193,6eeb32fe70e056af8a5576e6617dc8aaa3db035276de6b14aff9ddf2ec1fe8ed,ctls,summer.stanford.edu,,443,https://summerapply.stanford.edu:443,https,nginx,text/html,GET,34.198.122.35,/,654219252,34.198.122.35,Varnish,1849,False,,,,,,https://summer.stanford.edu/,,
summercollege.stanford.edu,Stanford Summer Session The Fourth Academic Quarter,200,111706,summer.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-20T03:22:28Z,2023-06-18T03:22:27Z,CN=hssc.stanford.edu,hssc.stanford.edu,summerwriters.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3ae488455103ce4fcce15a754e58f193,6eeb32fe70e056af8a5576e6617dc8aaa3db035276de6b14aff9ddf2ec1fe8ed,ctls,summer.stanford.edu,,443,https://summercollege.stanford.edu:443,https,nginx,text/html,GET,23.185.0.3,/,1109944264,2620:12a:8000::3,Varnish,1849,False,,,,,,https://summer.stanford.edu/,,
sums.stanford.edu,Stanford University Mass Spectrometry,200,64118,mass-spec.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,mass-spec.stanford.edu,,443,https://sums.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,405,False,,,,Stanford University,True,https://mass-spec.stanford.edu/,True,
sunac.stanford.edu,Network Access Control (SUNAC) | University IT,200,29759,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,443,https://sunac.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,PHP,360,False,,,,Stanford University,,https://uit.stanford.edu/service/sunac,,
sundrop.stanford.edu,IIS Windows Server,200,703,sundrop.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=sundrop.stanford.edu, O=Stanford University, ST=California, C=US",sundrop.stanford.edu,rcrs05-p01.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,eff5382d49e702997a33e9a87fbe0ab8,fb5dda8200c8f1bb8cc60b02fcb1b446c3cd3b2740c8916cdf90bbad75bc74c5,ctls,sundrop.stanford.edu,,443,https://sundrop.stanford.edu:443,https,Microsoft-IIS/10.0,text/html,GET,171.65.104.83,/,1631801191,171.65.104.83,Windows Server,32,False,,,,Stanford University,,,,
sunetid.cs.stanford.edu,Shibboleth test,200,82,sunetid.cs.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-06-20T00:00:00Z,2023-06-20T23:59:59Z,"CN=cs.stanford.edu, OU=IT Services, O=Stanford University, ST=California, C=US",cs.stanford.edu,*.cs.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,eef8d0c7983f91686a00100b4b8e0b6c,6e895ae35c714c868f68496db993cebbf4a00baf2fe068e8349338a127c80be0,ctls,sunetid.cs.stanford.edu,,443,https://sunetid.cs.stanford.edu:443,https,Apache/2.4.6 (CentOS),text/html,GET,171.64.64.77,/,-366337701,171.64.64.77,PHP:5.4.16,8,False,,,,Stanford University,True,,,
sunset.stanford.edu,Service and Software Sunset Schedule | University IT,200,32476,uit.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-08-18T00:00:00Z,2023-08-18T23:59:59Z,"CN=uitcomm-web-02.stanford.edu, O=Stanford University, ST=California, C=US",uitcomm-web-02.stanford.edu,uitcommunity.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,e7cdf8c1f0533245441d6ecc7d618f2c,93d6931bd9c0e43d70e5225cb5765083d4e8f6f06cf844b826fa9ee9d26f989a,ctls,uit.stanford.edu,,443,https://sunset.stanford.edu:443,https,Apache/2.4.54 (Debian),text/html,GET,54.81.116.232,/,566218143,54.81.116.232,PHP,383,False,,,,Stanford University,,https://uit.stanford.edu/guide/sunset-schedule,,
sunsport.stanford.edu,"One Moment, Please....",200,120,sunsport.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-29T00:00:00Z,2024-03-28T23:59:59Z,"CN=med4.stanford.edu, O=Stanford University, ST=California, C=US",med4.stanford.edu,zeegolab.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,0be076e940d66af7874fcbfc4cfbb58d,f409edc1d9bbb76b53dade7fb3da67272e311a1e312367a5f37d963a5753842f,ctls,sunsport.stanford.edu,,443,https://sunsport.stanford.edu:443,https,Apache,text/html,GET,171.65.104.128,/,-518345309,171.65.104.128,Apache,2,False,,URL=http://med.stanford.edu/sunsport.html,,Stanford University,,,,
supad-uat.stanford.edu,Stanford Login - Stale Request,200,5778,login-uat.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-24T00:00:00Z,2024-01-24T23:59:59Z,"CN=login-uat.stanford.edu, O=Stanford University, ST=California, C=US",login-uat.stanford.edu,login-uat.iam.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,fad6e22bf9fba3d27ce63f549e68eeb4,cba6cd8502425e8d7db70cc1c5f9a2a4202297301acde7724598b969e62b064b,ctls,login-uat.stanford.edu,,443,https://supad-uat.stanford.edu:443,https,Apache,text/html,GET,52.12.71.228,/,403299699,54.148.96.248,Java,106,False,,,,Stanford University,,https://login-uat.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
supad.stanford.edu,Stanford Login - Stale Request,200,5774,login.stanford.edu,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=login.stanford.edu, O=Stanford University, ST=California, C=US",login.stanford.edu,weblogin.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,f9b8ece1f754fd432d44de5f1fe848e3,9ecf5abe95a63c37baa1d6224f0b25c58b7200da0b7fbd8d143be42cb447dd8e,ctls,login.stanford.edu,,443,https://supad.stanford.edu:443,https,Apache,text/html,GET,44.236.205.178,/,-1787317344,100.22.6.42,Java,106,False,,,,Stanford University,,https://login.stanford.edu/idp/profile/SAML2/Redirect/SSO?execution=e1s1,,
super.stanford.edu,Office of Substance Use Programs Education & Resources (SUPER) | Vaden Health Services,200,151239,vaden.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,vaden.stanford.edu,,443,https://super.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,713,False,,,,Stanford University,True,https://vaden.stanford.edu/super,True,
suppliers.slac.stanford.edu,Suppliers | SLAC National Accelerator Laboratory,200,42073,suppliers.slac.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-27T13:56:26Z,2023-06-25T13:56:25Z,CN=*.slac.stanford.edu,*.slac.stanford.edu,*.slac.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e9d4933290ad4b9bc5165c7fcf94f558,e11bb6d83f951148b3784edfff24cbe5c6c0f5c30fc5b5ace43b733d93c33f62,ctls,suppliers.slac.stanford.edu,fastly,443,https://suppliers.slac.stanford.edu:443,https,nginx,text/html,GET,151.101.2.133,/,-1280846966,2a04:4e42:600::645,Varnish,870,False,True,,,,True,,,
support.cs.stanford.edu,Security check,403,7798,support.cs.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-02T23:39:30Z,2023-07-01T23:39:29Z,CN=support.cs.stanford.edu,support.cs.stanford.edu,support.cs.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,17520aae49a00bd3a99046c417852433,f8889365b320321f778393729b6db1cdf6fc2e7167f6ad235a2c707575eecb21,ctls,support.cs.stanford.edu,cloudflare,443,https://support.cs.stanford.edu:443,https,cloudflare,text/html,GET,104.16.53.111,/,-1279294674,104.16.51.111,Cloudflare,103,False,True,,,,,https://support.cs.stanford.edu/hc/en-us,,
support.stanford.edu,Make a Gift | The Stanford Fund | Make a Gift,200,72790,give.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-31T17:20:05Z,2023-06-29T17:20:04Z,CN=buckcardinalclub.stanford.edu,buckcardinalclub.stanford.edu,tsfgiving.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c9139d33f22af34c6f445abcb69bd845,3728fd81e2aa0cfeb7c01491b4f5c6d1718a6e4ac33426e8fb9bbfabfe46c59f,ctls,give.stanford.edu,,443,https://support.stanford.edu:443,https,Netlify,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,webpack,3,False,,,,,,https://give.stanford.edu/the-stanford-fund/?olc=41528,,
supri-b.stanford.edu,SUETRI-B Reservoir Simulation,200,61257,suetri-b.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,suetri-b.stanford.edu,,443,https://supri-b.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,1494302000,54.81.116.232,Varnish,456,False,,,,Stanford University,True,https://suetri-b.stanford.edu,True,
suprid.stanford.edu,SUETRI-D Research Consortium on Innovation in Well and Reservoir Testing,200,53296,suetrid.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-09-29T00:00:00Z,2023-09-29T23:59:59Z,"CN=stanford.edu, O=Stanford University, ST=California, C=US",stanford.edu,sites.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,ba79de701433a1bbb7ae5adf8ba7cbe3,73b5d7a20c9dad276dfbf9c390ec5ad3ab464de77150592f2ab56cb1c8c561c2,ctls,suetrid.stanford.edu,,443,https://suprid.stanford.edu:443,https,nginx,text/html,GET,54.81.116.232,/,566218143,54.81.116.232,Varnish,393,False,,,,Stanford University,True,https://suetrid.stanford.edu,True,
sura.stanford.edu,SURA | Stanford Undergraduate Research Association,200,4898,sura.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-06T17:18:09Z,2023-07-05T17:18:08Z,CN=sura.stanford.edu,sura.stanford.edu,sura.stanford.edu,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d6dc31416b1fbcd1e270a6dffb24d9f0,a55238fffceeba64c595b2cac097903fdf475e20b93bf82c4f3036034ffa6245,ctls,sura.stanford.edu,,443,https://sura.stanford.edu:443,https,cloudflare,text/html,GET,216.24.57.3,/,654219252,216.24.57.253,Node.js,102,False,,,,,,,,
surgerycalendars-prod.med.stanford.edu,Surgery Calendars,200,127707,surgerycalendars.stanford.edu,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T22:53:31Z,2023-07-19T23:45:44Z,CN=surgerycalendars.stanford.edu,surgerycalendars.stanford.edu,surgerycalendars.stanford.edu,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,8567529164f7cf948962f19f99e57910,745fda8847e0e3df0ca6c71b85263288574832a7aba94cf610507ec4406068c6,ctls,surgerycalendars.stanford.edu,google,443,https://surgerycalendars-prod.med.stanford.edu:443,https,Apache,text/html,GET,34.110.175.232,/,1198047028,34.110.175.232,WordPress:6.2,2772,False,True,,,,,https://surgerycalendars.stanford.edu/,,
surgpathcriteria.stanford.edu,Surgical Pathology Criteria - Stanford University School of Medicine,200,11753,surgpathcriteria.stanford.edu,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-06T00:00:00Z,2023-07-06T23:59:59Z,"CN=med.stanford.edu, O=Stanford University, ST=California, C=US",med.stanford.edu,www.med.stanford.edu,"CN=InCommon RSA Server CA, OU=InCommon, O=Internet2, L=Ann Arbor, ST=MI, C=US",InCommon RSA Server CA,Internet2,9ddce5a5445ca997dcc8c8f9588f0ad1,6a4dee8c79cba97a16d8717d5d6fa58db970cc4688c34417e6c9fcd3a3062bfe,ctls,surgpathcriteria.stanford.edu,,443,https://surgpathcriteria.stanford.edu:443,https,Apache,text/html,GET,171.65.104.15,/,-1388006887,171.65.104.15,DreamWeaver,217,False,,*.stanford.edu,,Stanford University,True,,,
