input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,tls_mismatched,tls_wildcard_certificate,cdn_name,tech_,cdn,tls_expired,final_url,location
software.repos.intel.com,Page Redirection,200,438,software.repos.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=www.intel.com, O=Intel Corporation, ST=California, C=US",www.intel.com,Intel Corporation,yum.repos.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d13bad1e0c140427cf1b2ce8dfb02bb9,499a71b2c8af78b3c165eac36e18814fbfb6e9a8331e171bbf8b937d8c40847d,ctls,software.repos.intel.com,443,https://software.repos.intel.com:443,https,AmazonS3,text/html,GET,104.102.58.222,/,-1254976046,2a02:26f0:3400:198::4b23,14,False,url=http://intel.com,,,,HSTS,,,https://software.repos.intel.com/index.html,
softwareoffer.intel.com,Intel | Software Advantage Program,200,52685,softwareoffer.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-19T00:00:00Z,2023-12-19T23:59:59Z,"CN=*.softwareoffer.intel.com, O=Intel Corporation, ST=California, C=US",*.softwareoffer.intel.com,Intel Corporation,softwareoffer.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,04d9ad83d8016b4e6a40a126eca41bbe,390e03cbdc9a8e757d290eb3efe218d1833b96c85284a3f13fe1c19905d0c252,ctls,softwareoffer.intel.com,443,https://softwareoffer.intel.com:443,https,Microsoft-IIS/10.0,text/html,GET,40.118.246.51,/,813181967,40.118.246.51,888,False,,,True,azure,Windows Server,True,,,
softwarestore.intel.com,Products - ISP Webstore,200,16287,softwarestore.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-03T00:00:00Z,2024-01-03T23:59:59Z,"CN=softwarestore.intel.com, O=Intel Corporation, ST=California, C=US",softwarestore.intel.com,Intel Corporation,softwarestore.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d80db03ff738412683e53c3fbd31b7fd,42060171e75e46a9924b4ed2401aca785eb97b98d3102567d45cd2dd5823e1da,ctls,softwarestore.intel.com,443,https://softwarestore.intel.com:443,https,Microsoft-IIS/10.0,text/html,GET,173.251.66.159,/,1703037344,173.251.66.159,308,False,https://kit.fontawesome.com,,,,Windows Server,,,,
solutions.intel.com,POST data,200,2011,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://solutions.intel.com:443,https,Apache,text/html,GET,23.201.251.4,/,-2016936890,2a02:26f0:480:586::1ea2,13,False,https://c0.avaamo.com,,True,,HSTS,,,https://www.intel.com/content/www/us/en/secure/partner-alliance/overview.html,
solutionsdirectory.intel.com,Intel Solutions Marketplace,200,332114,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://solutionsdirectory.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,323261720,13.91.95.74,10155,False,https://c0.avaamo.com,,True,azure,Java,True,,https://www.intel.com/content/www/us/en/partner/showcase-overview.html,
soporte.intel.com,Intel Support,200,140672,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://soporte.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,-891759761,192.198.165.191,3392,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/support.html,
spsupplierscssurvey.test.intel.com,,403,,spsupplierscssurvey.test.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=spsupplierscssurvey.test.intel.com, O=Intel Corporation, ST=California, C=US",spsupplierscssurvey.test.intel.com,Intel Corporation,spsupplierscssurvey.test.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a9e1925f8d419d2bd21452a7e52a63b7,49e8ea6855d2c3280d9fc1fd1121c804fb2209f7e91c3ce155f9e5993a27e2f8,ctls,spsupplierscssurvey.test.intel.com,443,https://spsupplierscssurvey.test.intel.com:443,https,Microsoft-IIS/10.0,,GET,192.198.172.50,/,-1840324437,192.198.172.50,1,False,,,,,Windows Server,,,,
stage-designcenter.intel.com,Not Found,404,315,stage-designcenter.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,2023-12-28T23:59:59Z,"CN=*.transim.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",*.transim.com,"Arrow Electronics, Inc",transim.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a2e709e7e48b2c5249818099dc49458b,bc62bdff61abe8f00e29eacb7e5774431fb51b568e6044a9a807a49eafec23ff,ctls,stage-designcenter.intel.com,443,https://stage-designcenter.intel.com:443,https,Microsoft-HTTPAPI/2.0,text/html,GET,13.91.100.14,/,225052475,13.91.100.14,7,False,,True,True,azure,Microsoft HTTPAPI:2.0,True,,,
staging-marketingstudio.intel.com,Intel® Partner Marketing Studio,200,3563,staging-marketingstudio.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,staging-marketingstudio.intel.com,443,https://staging-marketingstudio.intel.com:443,https,nginx,text/html,GET,23.37.59.110,/,-748151551,2a02:26f0:3500:88e::1ea2,4,False,,,True,,Node.js,,,,
starget.intel.com,Page not found,404,147,starget.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-05T00:00:00Z,2023-10-05T23:59:59Z,"CN=starget.intel.com, O=Adobe Systems Incorporated, L=San Jose, ST=California, C=US",starget.intel.com,Adobe Systems Incorporated,starget.intel.pl,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9d005c13eb1659499fdc80e02ca2f5de,20f07f30531c020774c14beaa3dd2b4ec26c692b185a7661625bb947a4d8494e,ctls,starget.intel.com,443,https://starget.intel.com:443,https,,text/html,GET,52.48.71.111,/,1936786007,52.209.226.252,9,False,,,,,HSTS,,,,
stars.intel.com,"Intel | Rechenzentrumslösungen, IoT und PC-Innovation",200,135456,www.intel.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=www.intel.com, O=Intel Corporation, ST=California, C=US",www.intel.com,Intel Corporation,yum.repos.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d13bad1e0c140427cf1b2ce8dfb02bb9,499a71b2c8af78b3c165eac36e18814fbfb6e9a8331e171bbf8b937d8c40847d,ctls,www.intel.de,80,http://stars.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,813181967,192.198.165.191,3734,False,,,,,Java,,,https://www.intel.de/content/www/de/de/homepage.html,
stg-digitalrequest.intel.com,Log in - DigitalRequest (Staging),200,52141,stg-digitalrequest.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,stg-digitalrequest.intel.com,443,https://stg-digitalrequest.intel.com:443,https,,text/html,GET,23.201.251.4,/,859916038,2a02:26f0:480:58b::1ea2,708,False,,,True,,Java,,,https://stg-digitalrequest.intel.com/login.jsp?permissionViolation=true&os_destination=https%3A%2F%2Fstg-digitalrequest.intel.com%2Fplugins%2Fservlet%2Fmobile%23myjirahome&page_caps=&user_role=USER,
stg1w9wf.cps.intel.com,Not Found,404,315,stg1w9wf.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-14T00:00:00Z,2023-12-14T23:59:59Z,"CN=prepoints-asmo-na-form.intel.com, O=Intel Corporation, ST=California, C=US",prepoints-asmo-na-form.intel.com,Intel Corporation,prepoints-asmo-na-form.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,ea15f4d9513416eab8f78180e052b1be,1fa6244a21d74ebab0451a2cc8f56bdd395d4b811ce1394eb7f752cdb503aaa9,ctls,stg1w9wf.cps.intel.com,443,https://stg1w9wf.cps.intel.com:443,https,,text/html,GET,192.198.167.243,/,225052475,192.198.167.243,7,False,,True,,,,,,,
stip.intel.com,,404,66,,,,,,,,,,,,,,,,,,,80,http://stip.intel.com:80,http,,text/plain,GET,192.198.165.185,/,-1175567982,192.198.165.185,2,False,,,,,,,,,
storagebuilders.intel.com,AI Partners and Solutions: Intel® Partner Alliance - Intel,200,235230,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://storagebuilders.intel.com:443,https,Apache,text/html,GET,23.37.59.110,/,2117008495,2a02:26f0:3500:885::1ea2,7475,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/partner-alliance/membership/benefits/partners-ai.html,
submitdata.intel.com,Sign in to your account,200,196964,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,Microsoft Corporation,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,443,https://submitdata.intel.com:443,https,,text/html,GET,192.198.160.112,/,236068337,192.198.160.112,173,False,,,,,HSTS,,,https://login.microsoftonline.com/46c98d88-e344-4ed4-8496-4ed7712e255d/saml2?SAMLRequest=fZHLbsIwEEV%2FJfI%2B7weJBUG0LIpE1QjSLrqpjDMBS4mdehzE5zckRaUbdh77zj2eO%2FPlpW2sM2gUSi6I73hkmc%2BRtU1HV705yR1894DGGmQS6fiwIL2WVDEUSCVrAanhdL963dLA8WinlVFcNcTarBfkq84qDnUFCQtmcVDHqc98Yn3cgEPHIETsYSPRMGmGKy8IbS%2B2fb%2F0Y%2BrFNMycIEw%2BiVX8Wj8JWQl5fPyPwyRC%2BlKWhV287UtirYdJhGRmRJ%2BM6ZC6bqOOQjqt4Fqhqo2SjZDgcNW6UcKztEpTG8IosiOoIjuNsuR6ms38AII4rtxrJAGxVoigr8bPSmLfgt6DPgsO77vtHwr7QytMxQxzhDTQjBQ%2BNZApdjqGoe%2Fyfjwmu3FJ3qlOGBsuxi5267l755ZP1f%2BV5j8%3D,
subscriptions.unitecloud.intel.com,,404,,subscriptions.unitecloud.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-16T00:00:00Z,2024-02-16T23:59:59Z,"CN=admin.unitecloud.intel.com, O=Intel Corporation, ST=California, C=US",admin.unitecloud.intel.com,Intel Corporation,subscriptions.unitecloud.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,2a2f87e89388e50027a68f8817a14eb5,27d2cf2cfc6a35fa0aa633284175ef6b834119f2bac2a0f8f414c30d44bdb485,ctls,subscriptions.unitecloud.intel.com,443,https://subscriptions.unitecloud.intel.com:443,https,,application/json,GET,54.80.249.141,/,-1840324437,34.205.169.150,1,False,,True,True,,,,,,
suporte.intel.com,Suporte Intel,200,140140,www.intel.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=www.intel.com, O=Intel Corporation, ST=California, C=US",www.intel.com,Intel Corporation,yum.repos.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d13bad1e0c140427cf1b2ce8dfb02bb9,499a71b2c8af78b3c165eac36e18814fbfb6e9a8331e171bbf8b937d8c40847d,ctls,www.intel.com.br,80,http://suporte.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,178926626,192.198.165.191,3348,False,,,,,Java,,,https://www.intel.com.br/content/www/br/pt/support.html,
supplier-tst.cps.intel.com,Not Found,404,315,supplier-tst.cps.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=supplier-tst.intel.com, O=Intel Corporation, ST=California, C=US",supplier-tst.intel.com,Intel Corporation,supplier-tst.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1c6c511136c5052511736dfb51255de1,7aa8bd4669a821fea18dd9ae6b1cb8625efa7d8c5185cbba3d2f1f097a85ff3d,ctls,supplier-tst.cps.intel.com,443,https://supplier-tst.cps.intel.com:443,https,,text/html,GET,192.198.167.129,/,225052475,192.198.167.129,7,False,,True,,,,,,,
supplier-tst.intel.com,Supplier.intel.com,200,461,supplier-tst.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-14T00:00:00Z,2023-10-14T23:59:59Z,"CN=supplier-tst.intel.com, O=Intel Corporation, ST=California, C=US",supplier-tst.intel.com,Intel Corporation,supplier-tst.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1c6c511136c5052511736dfb51255de1,7aa8bd4669a821fea18dd9ae6b1cb8625efa7d8c5185cbba3d2f1f097a85ff3d,ctls,supplier-tst.intel.com,443,https://supplier-tst.intel.com:443,https,,text/html,GET,192.198.167.129,/,-1047308503,192.198.167.129,14,False,url=https://supplier-tst.intel.com/supplierhub,,,,HSTS,,,,
supplier.intel.com,Supplier.intel.com,200,457,supplier.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-12T00:00:00Z,2023-08-12T23:59:59Z,"CN=supplier.intel.com, O=Intel Corporation, ST=California, C=US",supplier.intel.com,Intel Corporation,prd2sps3w04.ed.cps.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,b2222f491b59c5410ca1ff9ca52b0440,337972f6d235db13dad0b4e0ad1e77b7b097075396d9539a8924ce7ef3df46a2,ctls,supplier.intel.com,443,https://supplier.intel.com:443,https,,text/html,GET,192.198.164.254,/,-313332040,192.198.164.254,14,False,url=https://supplier.intel.com/supplierhub,,,,HSTS,,,,
supplierscssurvey.intel.com,,403,,supplierscssurvey.intel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-21T00:00:00Z,2023-06-21T23:59:59Z,"CN=supplierscssurvey.intel.com, O=Intel Corporation, ST=California, C=US",supplierscssurvey.intel.com,Intel Corporation,supplierscssurvey.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,a80a6ebf455474a55e5f9ed834bdcaa2,0738411b7f41daa3ffef922ad9db5de32a7d85054fae377d2a36568db7f16063,ctls,supplierscssurvey.intel.com,443,https://supplierscssurvey.intel.com:443,https,,,GET,192.198.160.105,/,-1840324437,192.198.160.105,1,False,,,,,HSTS,,,,
support.intel.com,Intel Support,200,140672,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://support.intel.com:443,https,Apache,text/html,GET,13.91.95.74,/,1364039055,13.91.95.74,3392,False,*.intel.com,,True,azure,Java,True,,https://www.intel.com/content/www/us/en/support.html,
supportkb.intel.com,Intel Support,200,140672,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,80,http://supportkb.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,1364039055,192.198.165.191,3392,False,*.intel.com,,True,,Java,,,https://www.intel.com/content/www/us/en/support.html,
supporttickets.intel.com,Online Case Management Lightning,200,33184,supporttickets.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-08-04T00:00:00Z,2023-08-04T23:59:59Z,"CN=supporttickets.intel.com, O=Intel Corporation, ST=California, C=US",supporttickets.intel.com,Intel Corporation,supporttickets.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,09cdee5a8e8301ff8a904f4b605e550f,7f9ecd3b8498458bbc0f2e766c31ae7da458b417ae1ece48ea6b59f6d1c446fc,ctls,supporttickets.intel.com,443,https://supporttickets.intel.com:443,https,sfdcedge,text/html,GET,85.222.140.13,/,1433417005,85.222.140.10,326,False,https://sfdc-link-preview-staging.sfdc.sh,,,,HSTS,,,https://supporttickets.intel.com/s/?language=en_US,
sur.telemetry.intel.com,,404,19,sur.telemetry.intel.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-21T00:00:00Z,2023-07-21T23:59:59Z,"CN=sur.telemetry.intel.com, O=Intel Corporation, ST=California, C=US",sur.telemetry.intel.com,Intel Corporation,sur.telemetry.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,0ed82e622d9209478f1768c6bc0c24bb,dcdffceabf8e700525887d65b4a72a3d49882917ead2aa8db6e3072ed1180370,ctls,sur.telemetry.intel.com,443,https://sur.telemetry.intel.com:443,https,,text/plain,GET,52.89.31.21,/,-138391155,44.228.254.77,2,False,,,,,,,,,
swdevcon.intel.com,Developer Events from Intel,200,509974,www.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-30T00:00:00Z,2024-01-30T23:59:59Z,"CN=*.intel.com, O=Intel Corporation, ST=California, C=US",*.intel.com,Intel Corporation,intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,1ddb67c4520945d44bdc3bd2359d2a84,1b819da36bf764e421ed7a3449b1f1cee6fa2d5247be9b9d3ce5c97e8d1dc928,ctls,www.intel.com,443,https://swdevcon.intel.com:443,https,Apache,text/html,GET,23.201.251.4,/,-252280253,2a02:26f0:480:58b::1ea2,3024,False,https://c0.avaamo.com,,True,,Java,,,https://www.intel.com/content/www/us/en/events/developer/overview.html,
symphony.intel.com,"Intel | Rechenzentrumslösungen, IoT und PC-Innovation",200,135456,www.intel.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=www.intel.com, O=Intel Corporation, ST=California, C=US",www.intel.com,Intel Corporation,yum.repos.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d13bad1e0c140427cf1b2ce8dfb02bb9,499a71b2c8af78b3c165eac36e18814fbfb6e9a8331e171bbf8b937d8c40847d,ctls,www.intel.de,80,http://symphony.intel.com:80,http,Apache,text/html,GET,192.198.165.191,/,813181967,192.198.165.191,3734,False,,,,,Java,,,https://www.intel.de/content/www/de/de/homepage.html,
syndicationsecure.intel.com,"Intel | Rechenzentrumslösungen, IoT und PC-Innovation",200,135456,www.intel.de,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-01T00:00:00Z,2023-08-01T23:59:59Z,"CN=www.intel.com, O=Intel Corporation, ST=California, C=US",www.intel.com,Intel Corporation,yum.repos.intel.com,"CN=Sectigo RSA Organization Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Organization Validation Secure Server CA,Sectigo Limited,d13bad1e0c140427cf1b2ce8dfb02bb9,499a71b2c8af78b3c165eac36e18814fbfb6e9a8331e171bbf8b937d8c40847d,ctls,www.intel.de,80,http://syndicationsecure.intel.com:80,http,Apache,text/html,GET,198.175.96.183,/,813181967,198.175.96.183,3734,False,,,,,Java,,,https://www.intel.de/content/www/de/de/homepage.html,
taggersync.intel.com,404 - Not Found,404,345,taggersync.intel.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=taggersync.intel.com, O=Edgecast Inc., L=Los Angeles, ST=California, C=US",taggersync.intel.com,Edgecast Inc.,taggersync.intel.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,39507346a374ba60010295d9c125003f,012a8c5ac34f38621529e65930c1dfeb02cfcc9600b7eb882b4b8e1a47c5c353,ctls,taggersync.intel.com,443,https://taggersync.intel.com:443,https,ECD (frb/670F),text/html,GET,93.184.219.230,/,-361995140,93.184.219.230,12,False,,,,,Azure CDN,,,,
