input,title,status_code,content_length,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,tls_wildcard_certificate,tls_self_signed,tls_mismatched,csp_domains_,final_url,location
sites.capitalone.co.uk,Redirecting,200,209,cloudfront,443,https://sites.capitalone.co.uk:443,https,AmazonS3,text/html,GET,143.204.9.72,/,1167899415,143.204.9.91,Amazon Web Services,11,False,True,sites.capitalone.co.uk,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-11T00:00:00Z,2023-08-11T23:59:59Z,"CN=sites.capitalone.co.uk, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",sites.capitalone.co.uk,Capital One Financial Corporation,sites.capitalone.co.uk,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,013e6512c739c307388cb77b8348c228,14951b5ceb67ce09a6da295fc52e12593802f5eae7d7c50d3328e1bd8bcbf3d1,ctls,sites.capitalone.co.uk,,,,URL='https://www.capitalone.co.uk/',,
slingshot-docs-uat.capitalone.com,ERROR: The request could not be satisfied,403,986,cloudfront,443,https://slingshot-docs-uat.capitalone.com:443,https,CloudFront,text/html,GET,13.32.99.22,/,711049891,13.32.99.129,HSTS,20,False,True,slingshot-docs-uat.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-30T23:59:59Z,"CN=slingshot-uat.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",slingshot-uat.capitalone.com,Capital One Financial Corporation,bwaf-slingshot-uat.aws-cof-qa-drr-system.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ae8e959bed3349370d7aa2afa36a81ce,cea62ae74ed4c025d77e1daa2f0098618299eb69a2c707dee302f519c4499b3c,ctls,slingshot-docs-uat.capitalone.com,,,,,,
slingshot-e2e.capitalone.com,Slingshot,403,1795,cloudfront,443,https://slingshot-e2e.capitalone.com:443,https,AmazonS3,text/html,GET,108.138.17.80,/,1545381675,108.138.17.9,Amazon Web Services,44,False,True,slingshot-e2e.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-03T00:00:00Z,2024-04-02T23:59:59Z,"CN=slingshot-perf.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",slingshot-perf.capitalone.com,Capital One Financial Corporation,bwaf-slingshot-perf.aws-cof-qa-drr-system.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,6ce362012ca0eae5cd0af0efedf70a55,8e0bf6d1214282d7460f5221e984cfb8917a4a97f1c5759c5393ad93d0d1ee8b,ctls,slingshot-e2e.capitalone.com,,,,,,
slingshot-qa.capitalone.com,Slingshot,200,1795,cloudfront,443,https://slingshot-qa.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.97.84,/,-1653674687,18.66.97.16,HSTS,44,False,True,slingshot-qa.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-05T00:00:00Z,2024-05-20T23:59:59Z,"CN=slingshot-qa.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",slingshot-qa.capitalone.com,Capital One Financial Corporation,bwaf-slingshot-secondary.aws-cof-qa-drr-system.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,17463b8da54a82bdb5d6b1467f6a762c,5af6eafb2945ad06a68546e77b126481c8dad84172891eb4eb290865b3858304,ctls,slingshot-qa.capitalone.com,,,,,,
slingshot-showcase.capitalone.com,Slingshot,200,1795,cloudfront,443,https://slingshot-showcase.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.97.29,/,-1439462998,18.66.97.124,HSTS,44,False,True,slingshot-showcase.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-23T00:00:00Z,2024-03-22T23:59:59Z,"CN=slingshot-showcase.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",slingshot-showcase.capitalone.com,Capital One Financial Corporation,snowtool-showcase-east-traffic.aws-cof-cmlzt-core-pub-prd-waf-ue1.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1279aae9293eace2576feddbb7fd2e79,b19eb1b10ce3d3fa27bb4e27f3c08250e7aad9edbfe17bbc316b4ccd490675c8,ctls,slingshot-showcase.capitalone.com,,,,,,
slingshot-uat.capitalone.com,Slingshot,200,1795,cloudfront,443,https://slingshot-uat.capitalone.com:443,https,AmazonS3,text/html,GET,18.66.147.74,/,167486403,18.66.147.96,HSTS,44,False,True,slingshot-uat.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-20T00:00:00Z,2024-01-30T23:59:59Z,"CN=slingshot-uat.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",slingshot-uat.capitalone.com,Capital One Financial Corporation,bwaf-slingshot-uat.aws-cof-qa-drr-system.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,ae8e959bed3349370d7aa2afa36a81ce,cea62ae74ed4c025d77e1daa2f0098618299eb69a2c707dee302f519c4499b3c,ctls,slingshot-uat.capitalone.com,,,,https://us-east-1.quicksight.aws.amazon.com,,
smallbusiness.capitalone.com,403 - Forbidden: Access is denied.,403,1233,,443,https://smallbusiness.capitalone.com:443,https,,text/html,GET,13.111.41.14,/,1631801191,13.111.41.14,,30,False,,smallbusiness.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-12T00:00:00Z,2024-05-12T23:59:59Z,"CN=smallbusiness.capitalone.com, O=Salesforce.com\, Inc., L=San Francisco, ST=California, C=US",smallbusiness.capitalone.com,"Salesforce.com, Inc.",smallbusiness.capitalone.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,8acbe4f228bf000aff344fa6d84ba6f3,2405e1f7ca3a59a38c743bc1fe8398107a5636f9bee346efb7ae3af58501a549,ctls,smallbusiness.capitalone.com,,,,,,
smartview-beta.capitalone.com,,401,,,443,https://smartview-beta.capitalone.com:443,https,,,GET,52.12.192.108,/,-1840324437,52.25.82.80,HSTS,1,False,,smartview-beta.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-13T00:00:00Z,2024-01-12T23:59:59Z,"CN=smartview.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smartview.capitalone.com,Capital One Financial Corporation,bt-sv-cf-to-shape.aws-cof-prd-bluetarp.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,c4b1285b8da3b024e796ee19c1dbda80,b3eb6e46db21caa7346cd54a563e3253620d60f1b387a4c48708ef95f7b58dd2,ctls,smartview-beta.capitalone.com,,,,https://cdn.jsdelivr.net/,,
smartview-qa-beta.capitalone.com,,401,,,443,https://smartview-qa-beta.capitalone.com:443,https,,,GET,54.209.107.64,/,-1840324437,54.88.187.174,HSTS,1,False,,smartview-qa-beta.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=smartview-qa.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smartview-qa.capitalone.com,Capital One Financial Corporation,bt-sv-cf-to-shape.aws-cof-qa-bluetarp.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,6446fc002bde94e9571fc6b7cee3d6bf,b525ad182d746787e6f05866e002a1ea0f794d697b01c7ee33e00cbc14f2ab24,ctls,smartview-qa-beta.capitalone.com,,,,https://api-an.capitalone.com,,
smartview-qa.capitalone.com,,401,,cloudfront,443,https://smartview-qa.capitalone.com:443,https,,,GET,52.222.236.61,/,-1840324437,52.222.236.71,HSTS,1,False,True,smartview-qa.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-27T00:00:00Z,2024-01-26T23:59:59Z,"CN=smartview-qa.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smartview-qa.capitalone.com,Capital One Financial Corporation,bt-sv-cf-to-shape.aws-cof-qa-bluetarp.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,655d025f62b37d0956feda3d1078dd7e,07c94d92e78b41ed76e0ee3f0d59e4b614fb5093aa76d55720cdafcef8bef6b7,ctls,smartview-qa.capitalone.com,,,,https://cm.everesttech.net/cm/,,
smartview-tc.capitalone.com,,401,,cloudfront,443,https://smartview-tc.capitalone.com:443,https,,,GET,108.138.17.17,/,-1840324437,108.138.17.15,HSTS,1,False,True,smartview-tc.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-03T23:59:59Z,"CN=smartview.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smartview.capitalone.com,Capital One Financial Corporation,bluetarp-smartview-to-cf.aws-cof-prd-bluetarp.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1efb6c9a304bcb719c5132b7904cc0e3,c5c5754b9f9f6c3650e8385f8747fa8656631172787ee9d2a1eb33c4916108d5,ctls,smartview-tc.capitalone.com,,,,https://dpm.demdex.net/,,
smartview.bluetarp.com,,401,,incapsula,443,https://smartview.bluetarp.com:443,https,,,GET,45.60.64.13,/,-1840324437,45.60.64.13,HSTS,1,False,True,smartview.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-03T23:59:59Z,"CN=smartview.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smartview.capitalone.com,Capital One Financial Corporation,bluetarp-smartview-to-cf.aws-cof-prd-bluetarp.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1efb6c9a304bcb719c5132b7904cc0e3,c5c5754b9f9f6c3650e8385f8747fa8656631172787ee9d2a1eb33c4916108d5,ctls,smartview.capitalone.com,,,,https://ajax.googleapis.com/,https://smartview.capitalone.com/,
smartview.capitalone.com,,401,,cloudfront,443,https://smartview.capitalone.com:443,https,,,GET,108.138.17.27,/,-1840324437,108.138.17.80,HSTS,1,False,True,smartview.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-04T00:00:00Z,2024-01-03T23:59:59Z,"CN=smartview.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",smartview.capitalone.com,Capital One Financial Corporation,bluetarp-smartview-to-cf.aws-cof-prd-bluetarp.capitalonegslbex.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,1efb6c9a304bcb719c5132b7904cc0e3,c5c5754b9f9f6c3650e8385f8747fa8656631172787ee9d2a1eb33c4916108d5,ctls,smartview.capitalone.com,,,,https://cm.everesttech.net/cm/,,
sms.wikibuy.com,,404,19,cloudflare,443,https://sms.wikibuy.com:443,https,cloudflare,text/plain,GET,104.16.189.71,/,-138391155,2606:4700::6810:be47,HSTS,2,False,True,sms.wikibuy.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-29T00:00:00Z,2024-04-28T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",wikibuy.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",e54cbbddca19854863547d31e8fd4484,5a62ed524b7f41051d054ee3651276e2365d9dba71eabf60ad7619a07f5597b7,ctls,sms.wikibuy.com,True,,,,,
spring.capitalone.com,Discounts for Small Businesses | Capital One Business Deals,200,186246,cloudfront,443,https://spring.capitalone.com:443,https,,text/html,GET,13.224.189.6,/,-1226241911,13.224.189.65,HSTS,26,False,True,businessdeals.capitalone.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,2023-10-25T23:59:59Z,"CN=businessdeals.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",businessdeals.capitalone.com,Capital One Financial Corporation,businessdeals.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,3ac3878a0436744fbe740709b666ef8a,c283e9f46d50f5d9e227c09c8d0af5d6ad460793f96652846b3f1a5544b00c1f,ctls,businessdeals.capitalone.com,,,,,https://businessdeals.capitalone.com/,
staging.capitalone.com,Invalid URL,400,207,,80,http://staging.capitalone.com:80,http,AkamaiGHost,text/html,GET,23.50.57.51,/,-1449785003,23.50.57.43,,8,False,,,,,,,,,,,,,,,,,,,,,,,,,
static.capitalone360.com,,403,255,cloudfront,443,https://static.capitalone360.com:443,https,AmazonS3,application/xml,GET,18.66.147.94,/,-420875082,18.66.147.60,Amazon Web Services,2,False,True,static.capitalone360.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-12-01T00:00:00Z,2023-12-13T23:59:59Z,"CN=static.capitalone360.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",static.capitalone360.com,Capital One Financial Corporation,www.capitalonebank.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,39fa6820b78d5e69a980428f24361fb0,d9e7013bcc489811a6502481ccd62721ca4734e908f966c107c0cefe7ec574af,ctls,static.capitalone360.com,,,,,,
static.usejewel.com,Jewel - Fairwell,200,4705,cloudflare,443,https://static.usejewel.com:443,https,cloudflare,text/html,GET,104.26.4.103,/,-1376555985,2606:4700:20::ac43:47fe,Cloudflare,141,False,True,static.usejewel.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-06-12T00:00:00Z,2023-06-12T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",usejewel.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",200022175046202d24210372781f3859,70b3408b58bca62a0bd04e1bedd2aacb1d0b733de305b43422845d1ea4546bdd,ctls,static.usejewel.com,True,,,url='https://capitaloneshopping.com',,
status.criticalstack.com,Critical Stack Status - Page Inactive,200,29784,,443,https://status.criticalstack.com:443,https,,text/html,GET,52.215.192.133,/,-1840324437,52.215.192.133,HSTS,702,False,,criticalstack.statuspage.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-08-22T23:59:59Z,"CN=*.statuspage.io, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.statuspage.io,"Atlassian, Inc.",statuspage.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eecd10eea6fd6ff59cf22d07af5a78bb,a0d9fe1d2d8e8246cc1c32e903693152c80723c54f60d270f0370cee839d3e17,ctls,criticalstack.statuspage.io,True,,,,https://criticalstack.statuspage.io/inactive,
support.capitalone.ca,Find the information and answers you’re looking for to help you manage your account.,200,84768,,443,https://support.capitalone.ca:443,https,,text/html,GET,52.60.165.183,/,-1840324437,3.98.63.202,HSTS,3032,False,,support.capitalone.ca,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-18T00:00:00Z,2023-10-18T23:59:59Z,"CN=creditblog.capitalone.ca, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",creditblog.capitalone.ca,Capital One Financial Corporation,assistance.capitalone.ca,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,0de5d2bc44fe68be333cd051e3d69cae,dd90c033a6656f1b70d85d3f5c9a181f2d191a67581f0abed114d8243cfefc42,ctls,support.capitalone.ca,,,,,,
swiftid.capitalone.com,,404,721,,443,https://swiftid.capitalone.com:443,https,,text/html,GET,44.239.78.68,/,-1895070927,54.68.106.211,Amazon Web Services,2,False,,swiftid.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-07-11T00:00:00Z,2023-07-11T23:59:59Z,"CN=swiftid.capitalone.com, O=Capital One Financial Corporation, L=McLean, ST=Virginia, C=US, serialNumber=2419959, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Delaware, jurisdictionCountry=US",swiftid.capitalone.com,Capital One Financial Corporation,swiftid.capitalone.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,cc5b3f29885eeb46df76572798656b1c,6a5c1f084916c70a1c000f465e60606e3be07dfdb4eaff03d6f7d664d42fb046,ctls,swiftid.capitalone.com,,,,,,
teamsites.capitalone.com,,403,13,,443,https://teamsites.capitalone.com:443,https,,text/plain,GET,13.107.137.10,/,-1840324437,2620:1ec:8fb::10,Microsoft SharePoint,1,False,,teamsites.capitalone.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-11T05:48:48Z,2023-11-11T05:48:48Z,"CN=teamsites.capitalone.com, O=Capital One, L=Richmond, ST=Virginia, C=US",teamsites.capitalone.com,Capital One,sharepointsignout.capitalone.com,"CN=Entrust Certification Authority - L1K, OU=(c) 2012 Entrust\, Inc. - for authorized use only, OU=See www.entrust.net/legal-terms, O=Entrust\, Inc., C=US",Entrust Certification Authority - L1K,"Entrust, Inc.",6ad6e91ec47aef428da335b779136afa,0499e7d7f57600bcc72459a19a597a73bb2d06af303005147f5532cc1b6fbc5d,ctls,teamsites.capitalone.com,,,,,,
