input,title,status_code,content_length,asn_as_number,asn_as_name,asn_as_country,asn_as_range_,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,webserver,final_url,tls_wildcard_certificate,tls_mismatched,tls_subject_org_,csp_domains_,tls_expired,tls_self_signed
stubru.be,StuBru,200,214596,AS16509,AMAZON-02,US,13.32.132.0/24,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,cloudfront,443,https://stubru.be:443,https,text/html,GET,13.32.121.8,/,-264432944,2600:9000:236e:9800:1:9f08:3d80:93a1,webpack,3,False,True,nginx/1.22.0,,,,,,,
t-stag.vrt.be,VRT analytics,200,1887,AS0,Not routed,None,13.32.100.0/23,t-stag.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-12T00:00:00Z,2024-05-11T23:59:59Z,CN=*.t-stag.vrt.be,*.t-stag.vrt.be,t-stag.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,c3a4a0012b57d7e341dbf5a7ec186577,2c50b4098f0459268bc68a9a717ed0ce1f4e4c926b1fc90d537efd3d6c5879ad,ctls,t-stag.vrt.be,cloudfront,443,https://t-stag.vrt.be:443,https,text/html,GET,13.32.99.25,/,-27787180,2600:9000:2251:6c00:19:ea3f:2ac0:93a1,Amazon Web Services,35,False,True,AmazonS3,,True,,,,,
t.vrt.be,VRT analytics,200,1887,AS16509,AMAZON-02,US,18.66.102.0/24,t.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-15T23:59:59Z,CN=*.t.vrt.be,*.t.vrt.be,t.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,d239aeeac4e02f7aa0ff95a0177c76ae,60312d9038967c375f243e949544ce00c4c4cb0287d75086010653daa4779a80,ctls,t.vrt.be,cloudfront,443,https://t.vrt.be:443,https,text/html,GET,18.66.97.111,/,-346361759,2600:9000:223c:d400:f:78d2:ba40:93a1,Amazon Web Services,35,False,True,AmazonS3,,True,,,,,
tm-dev.vrt.be,,403,243,AS16509,AMAZON-02,US,18.66.102.0/24,tm-dev.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-08-09T23:59:59Z,CN=*.tm-dev.vrt.be,*.tm-dev.vrt.be,tm-dev.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,0bb72407264bb2349855e70947215389,2186f7db3c233e3044ca06a1ee17515354c26c882a46945bd0f0fd38ad818aee,ctls,tm-dev.vrt.be,cloudfront,443,https://tm-dev.vrt.be:443,https,application/xml,GET,18.66.97.53,/,-135943392,2600:9000:223c:400:9:621c:6c00:93a1,Amazon Web Services,2,False,True,AmazonS3,,True,,,,,
tools.vrt.be,VRT Tools,403,2472,AS0,Not routed,None,13.224.192.0/21,tools.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-13T23:59:59Z,CN=tools.vrt.be,tools.vrt.be,tools.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ec4dcced75a446560c1dbe86e0d35d4c,a5472af92a924081803f6a87441394cc94dcae856817df83aa0f7aaa88d3afc3,ctls,tools.vrt.be,cloudfront,443,https://tools.vrt.be:443,https,text/html,GET,13.224.189.93,/,-2009832732,2600:9000:20eb:7600:13:b3c2:d0c0:93a1,Bootstrap:3.3.6,72,False,True,AmazonS3,,,,,,,
tops.radio2.be,500 Server Error,500,323,AS15169,GOOGLE,US,142.250.0.0/15,,,,,,,,,,,,,,,,,,,80,http://tops.radio2.be:80,http,text/html,GET,142.250.185.115,/,-1180091927,2a00:1450:4001:812::2013,Google Cloud Trace,11,False,,Google Frontend,,,,,,,
uptime.vrt.be,Uptime VRT,200,13837,AS24940,HETZNER-AS,DE,142.132.128.0/17,uptime.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-04T01:47:26Z,2023-07-03T01:47:25Z,CN=uptime.vrt.be,uptime.vrt.be,uptime.vrt.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,b642deacdafc6d6fd3147797e4c5c224,55637a98ec67682dee5be0d269e0a626bcbde501d92549900f8563c1343f4323,ctls,uptime.vrt.be,,443,https://uptime.vrt.be:443,https,text/html,GET,142.132.149.97,/,496927382,142.132.149.97,UIKit,130,False,,Caddy,,,,,,,
verkiezingen.vrt.be,503 Service Temporarily Unavailable,503,564,AS16509,AS16509,Unknown,18.200.0.0/14,verkiezingen.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2024-02-04T23:59:59Z,CN=verkiezingen.vrt.be,verkiezingen.vrt.be,verkiezingen.a51.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,126da58d795806c9aec59db490bb403e,cbecc1012ddb627f23f8a7ec63f972c684f2dd3a3d1a29656e7698cc54501ea0,ctls,verkiezingen.vrt.be,,443,https://verkiezingen.vrt.be:443,https,text/html,GET,18.203.44.253,/,2051366281,18.203.44.253,,13,False,,awselb/2.0,,,,,,,
video.ketnet.be,Ketnet,200,3858,AS0,Not routed,None,13.32.100.0/23,www.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-11T23:59:59Z,CN=www.ketnet.be,www.ketnet.be,www.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,269e653404c2255b1a92b137672380a9,86ed68b8f233ad9a8fb8c84707d3b8b6922af8b9a6dcfadc8ef518d5882a0a3d,ctls,www.ketnet.be,cloudfront,80,http://video.ketnet.be:80,http,text/html,GET,13.32.99.98,/,911835007,2600:9000:2251:7200:1e:da38:fd40:93a1,Amazon Web Services,1,False,True,AmazonS3,https://www.ketnet.be/kijken,,,,,,
videosnackbar.vrt.be,Squarespace - Domain Not Claimed,404,3054,AS53831,SQUARESPACE,US,198.49.23.0/24,videosnackbar.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-05T17:05:44Z,2023-07-04T17:05:43Z,CN=videosnackbar.vrt.be,videosnackbar.vrt.be,videosnackbar.vrt.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,e619b3090ffbeafdf73540e72d66c44b,62d007eb86f44b8fec42a90402cdbbf7eb2bf64ca550be89af997229bc4299e7,ctls,videosnackbar.vrt.be,,443,https://videosnackbar.vrt.be:443,https,text/html,GET,198.49.23.145,/,763006484,198.185.159.145,Squarespace Commerce,51,False,,Squarespace,,,,,,,
vivavlaanderen.radio2.be,elke dag telt voor 2 | radio2,200,243152,AS16509,AMAZON-02,US,18.66.132.0/24,radio2.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,radio2.be,cloudfront,80,http://vivavlaanderen.radio2.be:80,http,text/html,GET,18.66.122.58,/,-1312892925,2600:9000:2250:ca00:4:fb8b:ac80:93a1,webpack,1,False,True,nginx/1.22.0,https://radio2.be/,,,,,,
vlammetje.stubru.be,,200,12,AS25459,NEDZONE-AS,NL,46.17.8.0/22,vlammetje.stubru.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-28T00:00:00Z,2024-01-29T23:59:59Z,CN=da01.bme.be,da01.bme.be,da01.bme.be,"CN=Sectigo ECC Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo ECC Domain Validation Secure Server CA,Sectigo Limited,5e5e9b366bdaec1cb5b90d5e2364506b,989e2cd16e5a6687488fcfb13ff26467c186abc27391b75334475d48d18f9b05,ctls,vlammetje.stubru.be,,443,https://vlammetje.stubru.be:443,https,text/html,GET,46.17.9.24,/,1830850657,46.17.9.24,Nginx,2,False,,nginx,,,True,,,,
voorhetzelfdegeld.vrt.be,,404,18,AS49046,VRT-AS,BE,95.130.40.0/21,,,,,,,,,,,,,,,,,,,80,http://voorhetzelfdegeld.vrt.be:80,http,text/plain,GET,95.130.42.39,/,530853584,95.130.42.39,Microsoft SharePoint,1,False,,,http://rto365.sharepoint.com/sites/voorhetzelfdegeld,,,,,,
voting.hitlijst.vrt.be,An Error Occurred: Not Found,404,471,AS16509,AMAZON-02,US,18.66.116.0/23,voting.hitlijst.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-08-07T23:59:59Z,CN=voting.hitlijst.vrt.be,voting.hitlijst.vrt.be,voting.hitlijst.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,6589953d400d06ba8a752e4b981e2f99,14fc43962a230601d3733b6a062e2fc56288f9b35e50b45e074fdee56ea6e915,ctls,voting.hitlijst.vrt.be,cloudfront,443,https://voting.hitlijst.vrt.be:443,https,text/html,GET,18.66.112.35,/,1175001832,2600:9000:223f:d000:1b:ad48:dc80:93a1,OpenSSL:1.0.2k,17,False,True,Apache/2.4.53 () OpenSSL/1.0.2k-fips,,,,,,,
vrtarchiefquiz.events.vrt.be,Tickoweb,200,7157,AS56837,TIGRON-AS,BE,86.39.64.0/20,vrtarchiefquiz.events.vrt.be,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-04-06T11:10:07Z,2023-07-05T11:10:06Z,CN=vrtarchiefquiz.events.vrt.be,vrtarchiefquiz.events.vrt.be,vrtarchiefquiz.events.vrt.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,0c9242f3ee16d7361cd848cba80588df,5dfa5e3bf45e3f31d6fa98f8f3c21e1df0c886ee2e88c4e60689d976e9d642e1,ctls,vrtarchiefquiz.events.vrt.be,,443,https://vrtarchiefquiz.events.vrt.be:443,https,text/html,GET,86.39.65.98,/,-1916031602,2a00:6ec0:101:1:0:98:0:1,,257,False,,,,,,,,,
vrtnws-api.vrt.be,,403,42,AS16509,AMAZON-02,US,143.204.216.0/24,vrtnws-api.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-10-08T23:59:59Z,CN=vrtnws-api.vrt.be,vrtnws-api.vrt.be,vrtnws-api.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,14725517cce765f6f33086a9c0ec4034,08f93cbec52d7f32f7a11f96d29120769df84852a3190c02e6e2005a0a183f85,ctls,vrtnws-api.vrt.be,cloudfront,443,https://vrtnws-api.vrt.be:443,https,application/json,GET,143.204.215.22,/,768769774,2600:9000:214f:c400:f:74a1:fec0:93a1,Amazon Web Services,1,False,True,,,,,,,,
vrtnws-web-bff-dev.vrt.be,,403,42,AS9498,BBIL-AP BHARTI Airtel Ltd.,IN,112.0.0.0/4,vrtnws-web-bff-dev.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-31T23:59:59Z,CN=vrtnws-web-bff-dev.vrt.be,vrtnws-web-bff-dev.vrt.be,vrtnws-web-bff-dev.vrt.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,59932e704c85b9ee35efa3ff6820ddf4,b6c82040ba55ede8202ad99fd1c52e32774457678592384b6b6f77bb575d029f,ctls,vrtnws-web-bff-dev.vrt.be,cloudfront,443,https://vrtnws-web-bff-dev.vrt.be:443,https,application/json,GET,108.138.7.78,/,768769774,2600:9000:2490:1c00:17:215e:8840:93a1,Amazon Web Services,1,False,True,,,,,,,,
vrtrnfestival13.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,80,http://vrtrnfestival13.events.vrt.be:80,http,text/html,GET,86.39.65.98,/,-41147434,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
vrtrnfestival18.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,80,http://vrtrnfestival18.events.vrt.be:80,http,text/html,GET,86.39.65.98,/,-41147434,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
vrtrnfestival4.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,80,http://vrtrnfestival4.events.vrt.be:80,http,text/html,GET,86.39.65.98,/,-41147434,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
vrtrnfestivaltelevisie.events.vrt.be,Home | VRT.be,200,93637,AS56837,TIGRON-AS,BE,86.39.64.0/20,www.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2023-11-13T23:59:59Z,CN=www.vrt.be,www.vrt.be,www.vrt.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ecd975fdfd27cbfa90b7edf5ec53d4d0,ea845bca415d0f714309e93620edee333e89d23a29c194ed6b192523a477db6c,ctls,www.vrt.be,,80,http://vrtrnfestivaltelevisie.events.vrt.be:80,http,text/html,GET,86.39.65.98,/,-41147434,2a00:6ec0:101:1:0:98:0:1,Java,1885,False,,,https://www.vrt.be/nl/,,,,,,
vrttechsupport-dev.vrt.be,500 - Internal server error.,500,1208,AS49046,VRT-AS,BE,95.130.40.0/21,vrttechsupport-dev.vrt.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2020-05-22T00:00:00Z,2022-05-22T23:59:59Z,"CN=vrttechsupport-dev.vrt.be, OU=VRT, O=VRT, street=Boulevard Auguste Reyers 52, L=Brussel, ST=Brussel-Hoofdstad, postalCode=1030, C=BE",vrttechsupport-dev.vrt.be,www.vrttechsupport-dev.vrt.be,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,a94f96b7adefe2ff770babc04e8e66bc,f23af2694bcc2ba377ada4f3254a35ec773727b3cc0077fe28771033c866854e,ctls,vrttechsupport-dev.vrt.be,,443,https://vrttechsupport-dev.vrt.be:443,https,text/html,GET,95.130.43.79,/,-1494109266,95.130.43.79,Windows Server,30,False,,Microsoft-IIS/10.0,,,,VRT,,True,
web-state.radioplus.be,,200,8240693,AS16509,AMAZON-02,US,18.66.102.0/24,web-state.radioplus.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-30T00:00:00Z,2024-05-28T23:59:59Z,CN=web-state.radioplus.be,web-state.radioplus.be,web-state.radioplus.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,14895ba44c52616df019ceb767600b78,8e9ce0773cdd32efd9f5bc1c2ad0d54c3f8ac0697212d004df1f7b98c6f66d86,ctls,web-state.radioplus.be,cloudfront,443,https://web-state.radioplus.be:443,https,application/json,GET,18.66.97.121,/,1862162275,2600:9000:223c:7600:13:77a5:6280:93a1,Nginx:1.20.0,1,False,True,nginx/1.20.0,,,,,,,
webshop.dewarmsteweek.be,Home | De Warmste Week,200,26790,AS16509,AMAZON-02,US,18.66.102.0/24,dewarmsteweek.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2024-02-10T23:59:59Z,CN=*.dewarmsteweek.be,*.dewarmsteweek.be,dewarmsteweek.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7154e180daff39c67da42d4778255115,ccb7fde7fc4a2b5155d6894b003a5405a8ac970be384b496faff6eff5fb1d49e,ctls,dewarmsteweek.be,cloudfront,80,http://webshop.dewarmsteweek.be:80,http,text/html,GET,18.66.97.77,/,-735696769,2600:9000:223c:e000:13:994a:7f40:93a1,Nginx,298,False,True,nginx,https://dewarmsteweek.be/,True,,,,,
whitelies-whisperingsons-10.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,80,http://whitelies-whisperingsons-10.events.stubru.be:80,http,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.20.0,https://stubru.be/,,,,,,
whitelies-whisperingsons-4.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,80,http://whitelies-whisperingsons-4.events.stubru.be:80,http,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.20.0,https://stubru.be/,,,,,,
whitelies-whisperingsons.events.stubru.be,StuBru,200,214596,AS56837,TIGRON-AS,BE,86.39.64.0/20,stubru.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,stubru.be,,80,http://whitelies-whisperingsons.events.stubru.be:80,http,text/html,GET,86.39.65.98,/,-1648759485,2a00:6ec0:101:1:0:98:0:1,webpack,3,False,,nginx/1.20.0,https://stubru.be/,,,,,,
wielermanager.sporza.be,sporza | Wielermanager - fantasy wielerspel,200,24298,AS16509,AS16509,Unknown,3.64.0.0/12,wielermanager.sporza.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T13:10:17Z,2023-07-06T13:10:16Z,CN=wielermanager.sporza.be,wielermanager.sporza.be,wielermanager.sporza.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4554b4aa243db549709770c2cd3b830e,0284cc556e461f27ae02b326ad03c815a4870bfc638a37b326cebe7d09e8e0b1,ctls,wielermanager.sporza.be,,443,https://wielermanager.sporza.be:443,https,text/html,GET,3.72.140.173,/,1273193067,2a05:d014:275:cb02::c8,Netlify,17,False,,Netlify,,,,,,,
wisselvandemacht.canvas.be,Wissel van de Macht,200,3759,AS16509,AS16509,Unknown,13.225.96.0/21,wisselvandemacht.canvas.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-26T23:59:59Z,CN=wisselvandemacht.canvas.be,wisselvandemacht.canvas.be,wisselvandemacht.canvas.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,ec0c20cdd23c8f0f9c572cb2ec7fe051,660316e6dda41aa900033066a12bf1d646ae6fd059f1d6aca18886ee94db73d2,ctls,wisselvandemacht.canvas.be,cloudfront,443,https://wisselvandemacht.canvas.be:443,https,text/html,GET,13.225.78.8,/,-2019972677,2600:9000:21f3:d000:1f:44d6:cc40:93a1,Google Tag Manager,93,False,True,AmazonS3,,,,,,,
wkmanager.stag.sporza.be,Password Protection,401,3551,AS16509,AS16509,Unknown,18.200.0.0/14,wkmanager.stag.sporza.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-06T06:10:08Z,2023-08-04T06:10:07Z,CN=wkmanager.stag.sporza.be,wkmanager.stag.sporza.be,wkmanager.stag.sporza.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,a0cf8146981aaff131c8fb6494c14e22,94b559a54ffcec1d8a626c77ea90ecb255fcb266181b02e74c9a42e0d25f0900,ctls,wkmanager.stag.sporza.be,,443,https://wkmanager.stag.sporza.be:443,https,text/html,GET,18.192.231.252,/,1221297125,2a05:d014:275:cb01::c8,Netlify,134,False,,Netlify,,,,,,,
wolftech.vrt.be,Wolftech News,200,5354,AS16509,AMAZON-02,US,143.204.216.0/24,wolftech.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-31T00:00:00Z,2024-01-31T23:59:59Z,"CN=wolftech.vrt.be, O=VRT, ST=Brussels Hoofdstedelijk Gewest, C=BE",wolftech.vrt.be,wolftech.vrt.be,"CN=GEANT OV RSA CA 4, O=GEANT Vereniging, C=NL",GEANT OV RSA CA 4,GEANT Vereniging,2171b538d51eb4cbe304f06bce3baa80,442d0374a14fe42c485e585b472b689e935ea9161dd4e401f920572171a8c5eb,ctls,wolftech.vrt.be,cloudfront,443,https://wolftech.vrt.be:443,https,text/html,GET,143.204.215.49,/,-1364139167,143.204.215.30,HSTS,90,False,True,,,,,VRT,https://fonts.gstatic.com,,
www.bemoji.mnm.be,Music and More | MNM,200,230836,AS16509,AMAZON-02,US,18.66.132.0/24,mnm.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,mnm.be,cloudfront,80,http://www.bemoji.mnm.be:80,http,text/html,GET,18.66.122.104,/,1089459127,2600:9000:2250:5400:3:e0e2:4b40:93a1,webpack,2,False,True,nginx/1.20.0,https://mnm.be/,,,,,,
www.bigband.vrt.be,De officiële website van de VRT Bigband - welkom!,200,48858,AS2635,AUTOMATTIC,US,192.0.64.0/18,bigband.vrt.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-15T22:20:26Z,2023-06-13T22:20:25Z,CN=tls.automattic.com,tls.automattic.com,www.wendywang2.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,4f6f883176c715da39bf141b3618e35c,5744b7b26ce12bd0cb3d78ae278e47567903e0ff14aa3c5af02cc97f6d103765,ctls,bigband.vrt.be,,80,http://www.bigband.vrt.be:80,http,text/html,GET,192.0.78.166,/,1274734426,192.0.78.239,WordPress.com,331,False,,nginx,https://bigband.vrt.be/,,,,,,
www.forum.radio2.be,elke dag telt voor 2 | radio2,200,243152,AS0,Not routed,None,99.86.8.0/24,radio2.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-07-23T23:59:59Z,CN=stubru.be,stubru.be,klara.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,65e6f4c414825b580aea67a19cdecfe2,f9af8d725f145847c8abed28c90aee4f8cd4de52b9a48f573fc5774c8893145e,ctls,radio2.be,cloudfront,80,http://www.forum.radio2.be:80,http,text/html,GET,99.86.4.95,/,-1312892925,2600:9000:2057:a800:c:990:2c80:93a1,webpack,1,False,True,nginx/1.22.0,https://radio2.be/,,,,,,
www.innovatie.vrt.be,Innovation - VRT International,200,284565,AS16509,AS16509,Unknown,54.248.0.0/13,www.vrtinternational.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-05T08:38:50Z,2023-07-04T08:38:49Z,CN=www.vrtinternational.com,www.vrtinternational.com,www.vrtinternational.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f034fbcd4c5cc95e7b37bb536b63ebaf,32607c7350909ef43a3a811c4fd88a5a24d7ed9e1dadd7ea2a0abe30e62194c1,ctls,www.vrtinternational.com,,80,http://www.innovatie.vrt.be:80,http,text/html,GET,54.246.202.246,/,828803593,54.246.202.246,Vercel,2,False,,Vercel,https://www.vrtinternational.com/innovation,,,,,,
www.ketnet.be,Ketnet,200,3858,AS16509,AMAZON-02,US,18.66.102.0/24,www.ketnet.be,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-10-11T23:59:59Z,CN=www.ketnet.be,www.ketnet.be,www.ketnet.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,269e653404c2255b1a92b137672380a9,86ed68b8f233ad9a8fb8c84707d3b8b6922af8b9a6dcfadc8ef518d5882a0a3d,ctls,www.ketnet.be,cloudfront,443,https://www.ketnet.be:443,https,text/html,GET,18.66.97.97,/,2069223544,2600:9000:223c:cc00:15:1ec7:100:93a1,Amazon Web Services,1,False,True,AmazonS3,,,,,,,
