new,host,a,aaaa,soa,status_code,cname,mx,txt,caa,cdn,cdn-name,ns
[x],uncovertest8.survey.sidn.nl,"13.32.121.91, 13.32.121.90, 13.32.121.101, 13.32.121.42",,,NOERROR,sidn2.customdomain.chkmkt.com,,,amazonaws.com,True,cloudfront,
[x],update-en.survey.sidn.nl,"13.226.153.70, 13.226.153.49, 13.226.153.30, 13.226.153.22","2600:9000:2182:be00:19:1a16:9840:93a1, 2600:9000:2182:a400:19:1a16:9840:93a1, 2600:9000:2182:d600:19:1a16:9840:93a1, 2600:9000:2182:de00:19:1a16:9840:93a1, 2600:9000:2182:2e00:19:1a16:9840:93a1, 2600:9000:2182:e000:19:1a16:9840:93a1, 2600:9000:2182:6400:19:1a16:9840:93a1, 2600:9000:2182:f600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],update-stagingprodbetaaccept-archivecorp.survey.sidn.nl,"108.157.214.29, 108.157.214.40, 108.157.214.20, 108.157.214.4","2600:9000:2240:9800:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:236e:3800:19:1a16:9840:93a1, 2600:9000:236e:9e00:19:1a16:9840:93a1, 2600:9000:236e:d800:19:1a16:9840:93a1, 2600:9000:2240:3400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],upgradeconfluence.survey.sidn.nl,"143.204.231.121, 143.204.231.72, 143.204.231.34, 143.204.231.39","2600:9000:2113:9e00:19:1a16:9840:93a1, 2600:9000:2113:f200:19:1a16:9840:93a1, 2600:9000:2113:2400:19:1a16:9840:93a1, 2600:9000:2113:e00:19:1a16:9840:93a1, 2600:9000:2113:dc00:19:1a16:9840:93a1, 2600:9000:2113:f800:19:1a16:9840:93a1, 2600:9000:2113:7200:19:1a16:9840:93a1, 2600:9000:2113:d000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],upgradepcc82.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:2240:400:19:1a16:9840:93a1, 2600:9000:236e:9e00:19:1a16:9840:93a1, 2600:9000:236e:0:19:1a16:9840:93a1, 2600:9000:2240:e800:19:1a16:9840:93a1, 2600:9000:236e:7c00:19:1a16:9840:93a1, 2600:9000:236e:5c00:19:1a16:9840:93a1, 2600:9000:2240:a000:19:1a16:9840:93a1, 2600:9000:2240:3800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk"
[x],upgradev2-resourcesinfomediaconfig-helpdesk.survey.sidn.nl,"13.32.121.101, 13.32.121.42, 13.32.121.90, 13.32.121.91","2600:9000:236e:8c00:19:1a16:9840:93a1, 2600:9000:236e:2600:19:1a16:9840:93a1, 2600:9000:2240:2e00:19:1a16:9840:93a1, 2600:9000:2240:b600:19:1a16:9840:93a1, 2600:9000:236e:3a00:19:1a16:9840:93a1, 2600:9000:2240:9000:19:1a16:9840:93a1, 2600:9000:236e:5e00:19:1a16:9840:93a1, 2600:9000:2240:5800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],upload-data-europe-sslvpn.survey.sidn.nl,"52.85.151.75, 52.85.151.113, 52.85.151.22, 52.85.151.94","2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:ee00:19:1a16:9840:93a1, 2600:9000:201e:c800:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],uploadapplicalversitycontentral-stationpresearningcenter.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.42, 13.32.121.91","2600:9000:2551:e200:19:1a16:9840:93a1, 2600:9000:2551:c800:19:1a16:9840:93a1, 2600:9000:2551:2c00:19:1a16:9840:93a1, 2600:9000:2551:b400:19:1a16:9840:93a1, 2600:9000:2551:7c00:19:1a16:9840:93a1, 2600:9000:2551:8800:19:1a16:9840:93a1, 2600:9000:2551:1800:19:1a16:9840:93a1, 2600:9000:2551:c200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],uploadsinternal-appremtool.survey.sidn.nl,"13.32.121.42, 13.32.121.91, 13.32.121.101, 13.32.121.90","2600:9000:2240:9400:19:1a16:9840:93a1, 2600:9000:236e:4e00:19:1a16:9840:93a1, 2600:9000:236e:7e00:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:236e:b600:19:1a16:9840:93a1, 2600:9000:236e:a800:19:1a16:9840:93a1, 2600:9000:2240:c800:19:1a16:9840:93a1, 2600:9000:236e:be00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],uploadsv2minerva-new-oceania.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.42, 13.32.121.90","2600:9000:236e:c800:19:1a16:9840:93a1, 2600:9000:2240:c400:19:1a16:9840:93a1, 2600:9000:2240:c00:19:1a16:9840:93a1, 2600:9000:2240:9200:19:1a16:9840:93a1, 2600:9000:2240:5c00:19:1a16:9840:93a1, 2600:9000:2240:a200:19:1a16:9840:93a1, 2600:9000:2240:2600:19:1a16:9840:93a1, 2600:9000:236e:c400:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],us0.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.42, 13.32.121.91","2600:9000:2551:e200:19:1a16:9840:93a1, 2600:9000:2551:c800:19:1a16:9840:93a1, 2600:9000:2551:2c00:19:1a16:9840:93a1, 2600:9000:2551:b400:19:1a16:9840:93a1, 2600:9000:2551:7c00:19:1a16:9840:93a1, 2600:9000:2551:8800:19:1a16:9840:93a1, 2600:9000:2551:1800:19:1a16:9840:93a1, 2600:9000:2551:c200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],userdev-cs-crm-dns.survey.sidn.nl,"13.32.121.90, 13.32.121.91, 13.32.121.42, 13.32.121.101","2600:9000:2240:c00:19:1a16:9840:93a1, 2600:9000:2240:ce00:19:1a16:9840:93a1, 2600:9000:2240:800:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:236e:e000:19:1a16:9840:93a1, 2600:9000:236e:a00:19:1a16:9840:93a1, 2600:9000:2240:8c00:19:1a16:9840:93a1, 2600:9000:2240:7200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],userhosted-cdn-backend-50.survey.sidn.nl,,"2600:9000:2551:e200:19:1a16:9840:93a1, 2600:9000:2551:c800:19:1a16:9840:93a1, 2600:9000:2551:2c00:19:1a16:9840:93a1, 2600:9000:2551:b400:19:1a16:9840:93a1, 2600:9000:2551:7c00:19:1a16:9840:93a1, 2600:9000:2551:8800:19:1a16:9840:93a1, 2600:9000:2551:1800:19:1a16:9840:93a1, 2600:9000:2551:c200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],usermanagement.sidn.nl,94.198.154.199,2a00:d78:0:b001:94:198:154:199,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],usersalpha.survey.sidn.nl,"13.32.121.90, 13.32.121.101, 13.32.121.91, 13.32.121.42","2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],userswebbackupmonitor.survey.sidn.nl,"108.157.214.40, 108.157.214.4, 108.157.214.20, 108.157.214.29","2600:9000:2334:5200:19:1a16:9840:93a1, 2600:9000:2334:b200:19:1a16:9840:93a1, 2600:9000:2334:b600:19:1a16:9840:93a1, 2600:9000:2334:9a00:19:1a16:9840:93a1, 2600:9000:2334:9e00:19:1a16:9840:93a1, 2600:9000:2334:400:19:1a16:9840:93a1, 2600:9000:2334:1600:19:1a16:9840:93a1, 2600:9000:2334:8600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net, ns-1114.awsdns-11.org"
[x],usmedia-p1.sidn.nl,94.198.154.7,2a00:d78:0:106:94:198:154:7,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],usmedia-p2.sidn.nl,94.198.154.8,2a00:d78:0:106:94:198:154:8,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],util91.survey.sidn.nl,"52.85.151.94, 52.85.151.22, 52.85.151.75, 52.85.151.113","2600:9000:201e:2400:19:1a16:9840:93a1, 2600:9000:201e:ba00:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:8e00:19:1a16:9840:93a1, 2600:9000:201e:ee00:19:1a16:9840:93a1, 2600:9000:201e:c800:19:1a16:9840:93a1, 2600:9000:201e:9600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],v1-9-9-7.survey.sidn.nl,"13.227.219.66, 13.227.219.23, 13.227.219.48, 13.227.219.110","2600:9000:21c7:6800:19:1a16:9840:93a1, 2600:9000:21c7:dc00:19:1a16:9840:93a1, 2600:9000:21c7:2e00:19:1a16:9840:93a1, 2600:9000:21c7:7e00:19:1a16:9840:93a1, 2600:9000:21c7:4a00:19:1a16:9840:93a1, 2600:9000:21c7:d000:19:1a16:9840:93a1, 2600:9000:21c7:fa00:19:1a16:9840:93a1, 2600:9000:21c7:f600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],v1-backups.survey.sidn.nl,"13.226.153.22, 13.226.153.49, 13.226.153.70, 13.226.153.30","2600:9000:2182:8400:19:1a16:9840:93a1, 2600:9000:2182:a800:19:1a16:9840:93a1, 2600:9000:2182:2e00:19:1a16:9840:93a1, 2600:9000:2182:9c00:19:1a16:9840:93a1, 2600:9000:2182:f200:19:1a16:9840:93a1, 2600:9000:2182:1600:19:1a16:9840:93a1, 2600:9000:2182:e200:19:1a16:9840:93a1, 2600:9000:2182:1000:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],v2-new-beta-upload-0.survey.sidn.nl,,,"ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,,amazonaws.com,True,cloudfront,
[x],v2api.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.91, 13.32.121.101","2600:9000:236e:b200:19:1a16:9840:93a1, 2600:9000:236e:fa00:19:1a16:9840:93a1, 2600:9000:2240:1600:19:1a16:9840:93a1, 2600:9000:2240:ec00:19:1a16:9840:93a1, 2600:9000:236e:1e00:19:1a16:9840:93a1, 2600:9000:236e:7600:19:1a16:9840:93a1, 2600:9000:236e:9e00:19:1a16:9840:93a1, 2600:9000:236e:a800:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],v2applepay.survey.sidn.nl,"13.32.121.91, 13.32.121.101, 13.32.121.90, 13.32.121.42","2600:9000:236e:4000:19:1a16:9840:93a1, 2600:9000:2240:c00:19:1a16:9840:93a1, 2600:9000:236e:4e00:19:1a16:9840:93a1, 2600:9000:2240:1400:19:1a16:9840:93a1, 2600:9000:2240:2600:19:1a16:9840:93a1, 2600:9000:2240:6000:19:1a16:9840:93a1, 2600:9000:236e:fc00:19:1a16:9840:93a1, 2600:9000:236e:7c00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],v3errorjirasite.survey.sidn.nl,"143.204.231.121, 143.204.231.72, 143.204.231.34, 143.204.231.39","2600:9000:2113:e400:19:1a16:9840:93a1, 2600:9000:2113:600:19:1a16:9840:93a1, 2600:9000:2113:4200:19:1a16:9840:93a1, 2600:9000:2113:7000:19:1a16:9840:93a1, 2600:9000:2113:2000:19:1a16:9840:93a1, 2600:9000:2113:7a00:19:1a16:9840:93a1, 2600:9000:2113:3600:19:1a16:9840:93a1, 2600:9000:2113:ec00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],v4-s3assets-dbs-start-storage.survey.sidn.nl,"13.227.219.110, 13.227.219.23, 13.227.219.48, 13.227.219.66","2600:9000:21c7:6800:19:1a16:9840:93a1, 2600:9000:21c7:dc00:19:1a16:9840:93a1, 2600:9000:21c7:2e00:19:1a16:9840:93a1, 2600:9000:21c7:7e00:19:1a16:9840:93a1, 2600:9000:21c7:4a00:19:1a16:9840:93a1, 2600:9000:21c7:d000:19:1a16:9840:93a1, 2600:9000:21c7:fa00:19:1a16:9840:93a1, 2600:9000:21c7:f600:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,"ns-1019.awsdns-63.net, ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com"
[x],vala11.sidn.nl,94.198.152.68,2a00:d78:0:147:94:198:152:68,"ns4.sidn.nl, hostmaster.sidn.nl",NOERROR,,,,,,,
[x],vantage.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.91, 13.32.121.101","2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,
[x],verderflikheid.survey.sidn.nl,"13.32.121.42, 13.32.121.90, 13.32.121.101, 13.32.121.91","2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all",amazonaws.com,True,cloudfront,
[x],videogcp.survey.sidn.nl,"52.85.151.94, 52.85.151.22, 52.85.151.75, 52.85.151.113","2600:9000:201e:600:19:1a16:9840:93a1, 2600:9000:201e:4200:19:1a16:9840:93a1, 2600:9000:201e:3600:19:1a16:9840:93a1, 2600:9000:201e:9800:19:1a16:9840:93a1, 2600:9000:201e:8200:19:1a16:9840:93a1, 2600:9000:201e:4e00:19:1a16:9840:93a1, 2600:9000:201e:9a00:19:1a16:9840:93a1, 2600:9000:201e:ea00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
[x],vip-accessappworld-bindasmastiii.survey.sidn.nl,"143.204.231.72, 143.204.231.34, 143.204.231.39, 143.204.231.121","2600:9000:2113:9000:19:1a16:9840:93a1, 2600:9000:2113:4800:19:1a16:9840:93a1, 2600:9000:2113:fc00:19:1a16:9840:93a1, 2600:9000:2113:1400:19:1a16:9840:93a1, 2600:9000:2113:e00:19:1a16:9840:93a1, 2600:9000:2113:7200:19:1a16:9840:93a1, 2600:9000:2113:e200:19:1a16:9840:93a1, 2600:9000:2113:2e00:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;, v=spf1 mx include:chkmkt.com -all, amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=",amazonaws.com,True,cloudfront,"ns-1114.awsdns-11.org, ns-1700.awsdns-20.co.uk, ns-340.awsdns-42.com, ns-1019.awsdns-63.net"
[x],vip-root-repository-postgresmx.survey.sidn.nl,"13.32.121.91, 13.32.121.90, 13.32.121.42, 13.32.121.101","2600:9000:2240:8200:19:1a16:9840:93a1, 2600:9000:2240:e600:19:1a16:9840:93a1, 2600:9000:236e:7200:19:1a16:9840:93a1, 2600:9000:2240:5a00:19:1a16:9840:93a1, 2600:9000:236e:5a00:19:1a16:9840:93a1, 2600:9000:2240:6400:19:1a16:9840:93a1, 2600:9000:2240:200:19:1a16:9840:93a1, 2600:9000:2240:2200:19:1a16:9840:93a1","ns-1700.awsdns-20.co.uk, awsdns-hostmaster.amazon.com",NOERROR,sidn2.customdomain.chkmkt.com,inbound-smtp.eu-west-1.amazonaws.com,"amazonses:VWUk5r8djH8OEaDmKzuxFNUtfzlA411JdSStojg9D2E=, v=spf1 mx include:chkmkt.com -all, v=DMARC1; p=reject; rua=mailto:dmarc@chkmkt.com; pct=100;",amazonaws.com,True,cloudfront,
